,index,Genere,Title_old,Title,ISBN,Author_old,Author,Price,N_pag,Pub_Date,Num_Reviews,Num_Reviews_ol,Distr_Rat_Cont,Distr_Rat_Design,Overall_Rating,Overall_Rating_ol,Yes_link,Tot_Reviews,Prezzo_Naver,Pub_Date_Naver,Overall_Rat_Naver,Num_Reviews_Naver,Naver_Link,Reviews_Sum,Shelves_Category_old,Shelves_Category,Shelves_Media_old,Shelves_Media,Shelves_Tags
68,137,Children_Lit,그리스 로마 신화 17,Greece Roman Myth 17,9788950971526,박시연,Park Siyeon,"10,800원",196,2020,39,51,"['95%', '5%', '0%', '0%', '0%']","['95%', '5%', '0%', '0%', '0%']",9.8,9.8,http://www.yes24.com/Product/Goods/90593827,90,10.8,2020.06.17,10.0,21,http://book.naver.com/bookdb/book_detail.naver?bid=16383788,111,"['  국내도서 > 어린이 > 1-2학년 > 1-2학년 그림/동화책 > 1-2학년 신화/전설', '  국내도서 > 어린이 > 3-4학년 > 3-4학년 그림/동화책 > 3-4학년 신화/전설', '  국내도서 > 어린이 > 어린이 문학 > 그림/동화책 > 신화/전설']",,error,,error
69,164,Children_Lit,그리스 로마 신화 5,Greece Roman Myth 5,9788950971403,이선영,Lee Sunyoung,"10,800원",194,2018,60,40,"['93%', '5%', '2%', '0%', '0%']","['93%', '5%', '2%', '0%', '0%']",9.8,9.8,http://www.yes24.com/Product/Goods/60889836,100,10.8,2018.05.16,10.0,40,http://book.naver.com/bookdb/book_detail.naver?bid=13607998,140,"['  국내도서 > 어린이 > 3-4학년 > 3-4학년 그림/동화책 > 3-4학년 신화/전설', '  국내도서 > 어린이 > 5-6학년 > 5-6학년 그림/동화책 > 5-6학년 신화/전설', '  국내도서 > 어린이 > 어린이 문학 > 그림/동화책 > 신화/전설']",,error,,"그 분류
#초중등인문학 #학습만화 #알쓸신잡"
70,135,Children_Lit,욕심쟁이 딸기 아저씨,Greedy strawberry uncle,9791159950179,error,error,"14,250원",52,2017,20,32,"['85%', '15%', '0%', '0%', '0%']","['80%', '20%', '0%', '0%', '0%']",9.6,9.8,http://www.yes24.com/Product/Goods/35169765,52,13.5,2017.01.20,9.0,24,http://book.naver.com/bookdb/book_detail.naver?bid=11542189,76,"['  국내도서 > 어린이 > 1-2학년 > 1-2학년 그림/동화책 > 1-2학년 창작동화', '  국내도서 > 어린이 > 3-4학년 > 3-4학년 그림/동화책 > 3-4학년 창작동화', '  국내도서 > 어린이 > 어린이 문학 > 그림/동화책 > 창작동화', '  국내도서 > 어린이 > 교과서수록도서 > 2학년1학기', '  국내도서 > 어린이 > 교과서 수록도서']",,error,,"그 분류
#초등교과서수록도서"
71,158,Children_Lit,그리스 로마 신화 3,Greek Roman Myth 3,9788950971380,박시연,Park Siyeon,"10,800원",194,2018,69,50,"['93%', '4%', '1%', '1%', '0%']","['94%', '3%', '3%', '0%', '0%']",9.8,9.6,http://www.yes24.com/Product/Goods/58043930,119,10.8,2018.01.19,10.0,66,http://book.naver.com/bookdb/book_detail.naver?bid=13204504,185,"['  국내도서 > 어린이 > 1-2학년 > 1-2학년 그림/동화책 > 1-2학년 신화/전설', '  국내도서 > 어린이 > 3-4학년 > 3-4학년 그림/동화책 > 3-4학년 신화/전설', '  국내도서 > 어린이 > 어린이 문학 > 그림/동화책 > 신화/전설']",,error,,"그 분류
#알쓸신잡"
72,159,Children_Lit,그리스 로마 신화 4,Greek Roman Myth 4,9788950971397,이선영,Lee Sunyoung,"10,800원",194,2018,42,49,"['93%', '7%', '0%', '0%', '0%']","['93%', '7%', '0%', '0%', '0%']",9.8,9.6,http://www.yes24.com/Product/Goods/59314657,91,10.8,2018.03.20,10.0,19,http://book.naver.com/bookdb/book_detail.naver?bid=13440466,110,"['  국내도서 > 어린이 > 3-4학년 > 3-4학년 그림/동화책 > 3-4학년 신화/전설', '  국내도서 > 어린이 > 5-6학년 > 5-6학년 그림/동화책 > 5-6학년 신화/전설', '  국내도서 > 어린이 > 어린이 문학 > 그림/동화책 > 신화/전설']",,error,,"그 분류
#초중등인문학 #학습만화 #알쓸신잡"
73,104,Children_Lit,그림으로 보는 그리스 로마 신화 1~5권 세트,Greek Roman mythology 1 to 5 volumes,9788953331198,error,error,"39,600원",920,2017,24,42,"['79%', '21%', '0%', '0%', '0%']","['83%', '17%', '0%', '0%', '0%']",9.6,9.6,http://www.yes24.com/Product/Goods/35519350,66,39.6,2017.01.26,9.75,35,http://book.naver.com/bookdb/book_detail.naver?bid=11600272,101,"['  국내도서 > 어린이 > 3-4학년 > 3-4학년 그림/동화책 > 3-4학년 신화/전설', '  국내도서 > 어린이 > 5-6학년 > 5-6학년 그림/동화책 > 5-6학년 신화/전설', '  국내도서 > 어린이 > 어린이 문학 > 그림/동화책 > 신화/전설']",,error,,"그 분류
#알쓸신잡"
74,40,Children_Lit,해리엇,Harry,9788954615044,한윤섭,Han Yoonseop,"9,900원",156,2011,38,31,"['84%', '16%', '0%', '0%', '0%']","['79%', '21%', '0%', '0%', '0%']",9.6,9.6,http://www.yes24.com/Product/Goods/5278501,69,9.9,2011.06.27,9.11,51,http://book.naver.com/bookdb/book_detail.naver?bid=6675833,120,"['  국내도서 > 어린이 > 5-6학년 > 5-6학년 그림/동화책 > 5-6학년 창작동화', '  국내도서 > 어린이 > 어린이 문학 > 그림/동화책 > 창작동화']",,"상내역 및 미디어 추천 분류
  국내도서 > 기관 추천 도서 > 한국문화예술위선정 우수문학 > 2011년 3분기",,error
75,191,Children_Lit,어린이를 위한 하버드 상위 1퍼센트의 비밀,Harvard top 1 percent of children for children,9788947545952,전지은,Jeon Jieun,"11,700원",180,2020,39,14,"['87%', '10%', '3%', '0%', '0%']","['87%', '10%', '3%', '0%', '0%']",9.6,9.6,http://www.yes24.com/Product/Goods/90889308,53,11.7,2020.06.30,9.78,42,http://book.naver.com/bookdb/book_detail.naver?bid=16391706,95,"['  국내도서 > 어린이 > 1-2학년 > 1-2학년 그림/동화책 > 1-2학년 창작동화', '  국내도서 > 어린이 > 1-2학년 > 1-2학년 자기계발/생활 > 1-2학년 자기계발', '  국내도서 > 어린이 > 3-4학년 > 3-4학년 그림/동화책 > 3-4학년 창작동화', '  국내도서 > 어린이 > 3-4학년 > 3-4학년 자기계발/생활 > 3-4학년 자기계발', '  국내도서 > 어린이 > 5-6학년 > 5-6학년 그림/동화책 > 5-6학년 창작동화', '  국내도서 > 어린이 > 5-6학년 > 5-6학년 자기계발/생활 > 5-6학년 자기계발', '  국내도서 > 어린이 > 어린이 문학 > 그림/동화책 > 창작동화', '  국내도서 > 어린이 > 어린이 교양 > 자기계발/생활 > 자기계발']",,error,,"그 분류
#긍정심리 #초등공부"
76,110,Children_Lit,건방이의 초강력 수련기 1,Heavenly Stage Water Layer 1,9788949124421,천효정,CHUN HYOJUNG,"9,000원",184,2020,73,54,"['92%', '7%', '0%', '0%', '1%']","['92%', '7%', '0%', '0%', '1%']",9.8,9.8,http://www.yes24.com/Product/Goods/90105810,127,9.0,2020.05.10,10.0,18,http://book.naver.com/bookdb/book_detail.naver?bid=16349274,145,"['  국내도서 > 어린이 > 3-4학년 > 3-4학년 그림/동화책 > 3-4학년 창작동화', '  국내도서 > 어린이 > 5-6학년 > 5-6학년 그림/동화책 > 5-6학년 창작동화', '  국내도서 > 어린이 > 어린이 문학 > 그림/동화책 > 창작동화']",,error,,"그 분류
#스토리킹수상작 #무협동화 #무료배송쿠폰도서"
77,42,Children_Lit,마당을 나온 암탉,Hen from the yard,9788971968710,황선미,Hwang Sunmi,"10,350원",199,2002,155,69,"['72%', '23%', '6%', '0%', '0%']","['62%', '32%', '7%', '0%', '0%']",9.2,9.8,http://www.yes24.com/Product/Goods/276635,224,10.35,2002.04.15,9.15,687,http://book.naver.com/bookdb/book_detail.naver?bid=159722,911,"['  국내도서 > 어린이 > 5-6학년 > 5-6학년 그림/동화책 > 5-6학년 창작동화', '  국내도서 > 어린이 > 어린이 문학 > 그림/동화책 > 창작동화', '  국내도서 > 어린이 > 어린이 문학 > 동화책', '  국내도서 > 어린이 > 교과서 수록도서']",,error,,"그 분류
#탑골공원책벌레 #영화드라마원작 #초등교과서수록도서 #감동"
78,68,Children_Lit,"안녕, 우주","Hi, universe",9788965463108,에린 엔트라다 켈리,Erin Entrada Kelly,"13,050원",318,2018,81,73,"['88%', '12%', '0%', '0%', '0%']","['85%', '15%', '0%', '0%', '0%']",9.8,9.4,http://www.yes24.com/Product/Goods/64446750,154,13.0,2018.09.12,9.71,67,http://book.naver.com/bookdb/book_detail.naver?bid=14013939,221,"['  국내도서 > 어린이 > 3-4학년 > 3-4학년 그림/동화책 > 3-4학년 창작동화', '  국내도서 > 어린이 > 5-6학년 > 5-6학년 그림/동화책 > 5-6학년 창작동화', '  국내도서 > 어린이 > 어린이 문학 > 그림/동화책 > 창작동화']",,"상내역 및 미디어 추천 분류
  국내도서 > 유아/어린이 추천도서 > 어린이문학상 수상작 > 뉴베리상
  국내도서 > 미디어 추천 > 조선일보
  국내도서 > 미디어 추천 > 동아일보
  국내도서 > YES24 올해의 책 > 2018년 올해의 책 후보도서",,error
79,56,Children_Lit,가정 통신문 소동,Home communications,9788962478143,송미경,Song Mikyung,"8,550원",86,2017,40,13,"['88%', '12%', '0%', '0%', '0%']","['88%', '12%', '0%', '0%', '0%']",9.8,9.4,http://www.yes24.com/Product/Goods/36122166,53,8.55,2017.02.14,9.5,35,http://book.naver.com/bookdb/book_detail.naver?bid=11661810,88,"['  국내도서 > 어린이 > 1-2학년 > 1-2학년 그림/동화책 > 1-2학년 창작동화', '  국내도서 > 어린이 > 3-4학년 > 3-4학년 그림/동화책 > 3-4학년 창작동화', '  국내도서 > 어린이 > 어린이 문학 > 그림/동화책 > 창작동화']",,"상내역 및 미디어 추천 분류
  국내도서 > 행복한아침독서/책둥이 추천 > 2018 년 > 어린이용(1-2학년)",,error
80,36,Children_Lit,꽃들에게 희망을,Hope for flowers,9788952783509,트리나 폴러스,Trina Paulus,"8,550원",160,1999,91,98,"['74%', '23%', '2%', '1%', '0%']","['52%', '38%', '9%', '1%', '0%']",9.1,9.8,http://www.yes24.com/Product/Goods/101402,189,8.55,2017.01.15,0.0,13,http://book.naver.com/bookdb/book_detail.naver?bid=11618427,202,"['  국내도서 > 어린이 > 5-6학년 > 5-6학년 그림/동화책 > 5-6학년 명작동화/우화', '  국내도서 > 어린이 > 어린이 문학 > 그림/동화책 > 명작동화/우화', '  국내도서 > 어린이 > 어린이 문학 > 동화책', '  국내도서 > 어린이 > 교과서수록도서 > 5학년2학기 > 국어활동5-나', '  국내도서 > 어린이 > 교과서 수록도서']",,error,,"그 분류
#탑골공원책벌레 #애벌레 #희망 #감동"
81,6,Children_Lit,나는 3학년 2반 7번 애벌레,I am a third grade 2,9788936414085,김원아,Kim Won,"8,100원",104,2016,52,111,"['85%', '10%', '4%', '2%', '0%']","['81%', '13%', '4%', '2%', '0%']",9.5,9.6,http://www.yes24.com/Product/Goods/25283908,163,8.1,2016.04.11,9.43,31,http://book.naver.com/bookdb/book_detail.naver?bid=10406971,194,"['  국내도서 > 어린이 > 1-2학년 > 1-2학년 그림/동화책 > 1-2학년 창작동화', '  국내도서 > 어린이 > 3-4학년 > 3-4학년 그림/동화책 > 3-4학년 창작동화', '  국내도서 > 어린이 > 어린이 문학 > 그림/동화책 > 창작동화']",,error,,"그 분류
#성장동화 #애벌레 #창비좋은어린이책"
82,81,Children_Lit,나는 나의 주인,I am my master,9788964960035,채인선,Chae Inseon,"11,400원",32,2010,32,45,"['75%', '19%', '6%', '0%', '0%']","['75%', '16%', '9%', '0%', '0%']",9.4,9.8,http://www.yes24.com/Product/Goods/3839601,77,10.8,2018.01.02,9.5,42,http://book.naver.com/bookdb/book_detail.naver?bid=6280530,119,"['  국내도서 > 어린이 > 1-2학년 > 1-2학년 그림/동화책 > 1-2학년 창작동화', '  국내도서 > 어린이 > 어린이 문학 > 그림/동화책 > 창작동화', '  국내도서 > 어린이 > 교과서수록도서 > 2학년1학기 > 통합나2', '  국내도서 > 유아 > 누리과정 생활주제 > 나와 가족']",,"상내역 및 미디어 추천 분류
  국내도서 > 행복한아침독서 추천 > 2011년 > 6~7세 추천도서",,error
83,99,Children_Lit,뭐든 될 수 있어,I can be anything.,9788962478235,요시타케 신스케,Shinsuke Yoshitake,"10,800원",52,2017,44,59,"['82%', '14%', '2%', '2%', '0%']","['84%', '11%', '2%', '2%', '0%']",9.6,9.6,http://www.yes24.com/Product/Goods/38857601,103,10.8,2017.04.14,8.0,31,http://book.naver.com/bookdb/book_detail.naver?bid=11931246,134,"['  국내도서 > 어린이 > 1-2학년 > 1-2학년 그림/동화책 > 1-2학년 창작동화', '  국내도서 > 어린이 > 3-4학년 > 3-4학년 그림/동화책 > 3-4학년 창작동화', '  국내도서 > 어린이 > 어린이 문학 > 그림책']",,"상내역 및 미디어 추천 분류
  국내도서 > 미디어 추천 > 동아일보",,error
84,100,Children_Lit,벗지 말걸 그랬어,I did not take off.,9788962477207,요시타케 신스케,Shinsuke Yoshitake,"9,900원",32,2016,57,180,"['88%', '11%', '2%', '0%', '0%']","['82%', '16%', '2%', '0%', '0%']",9.7,9.8,http://www.yes24.com/Product/Goods/26947797,237,9.9,2016.05.10,9.73,71,http://book.naver.com/bookdb/book_detail.naver?bid=10550915,308,"['  국내도서 > 어린이 > 1-2학년 > 1-2학년 그림/동화책 > 1-2학년 창작동화', '  국내도서 > 어린이 > 어린이 문학 > 그림책']",,"상내역 및 미디어 추천 분류
  국내도서 > 행복한아침독서/책둥이 추천 > 2017 년 > 4~7세용
  국내도서 > 유아/어린이 추천도서 > 어린이문학상 수상작 > 볼로냐 라가치 상",,error
85,108,Children_Lit,그것만 있을 리가 없잖아,I do not have it.,9788934995357,요시타케 신스케,Shinsuke Yoshitake,"10,800원",32,2019,55,67,"['84%', '16%', '0%', '0%', '0%']","['80%', '20%', '0%', '0%', '0%']",9.6,9.6,http://www.yes24.com/Product/Goods/73272927,122,10.8,2019.05.23,0.0,21,http://book.naver.com/bookdb/book_detail.naver?bid=14965792,143,"['  국내도서 > 어린이 > 1-2학년 > 1-2학년 그림/동화책 > 1-2학년 창작동화', '  국내도서 > 어린이 > 3-4학년 > 3-4학년 그림/동화책 > 3-4학년 창작동화', '  국내도서 > 어린이 > 어린이 문학 > 그림/동화책 > 창작동화']",,"상내역 및 미디어 추천 분류
  국내도서 > YES24 올해의 책 > 2019년 올해의 책 후보도서",,error
86,180,Children_Lit,칠판 앞에 나가기 싫어,I do not want to go out before the chalkboard.,9788949160368,다니엘 포세트,Danielle Fossette,"6,750원",40,1997,37,37,"['54%', '41%', '3%', '3%', '0%']","['41%', '35%', '24%', '0%', '0%']",8.7,9.8,http://www.yes24.com/Product/Goods/15977,74,6.75,1997.11.10,8.83,49,http://book.naver.com/bookdb/book_detail.naver?bid=183405,123,"['  국내도서 > 어린이 > 예비 초등학생', '  국내도서 > 어린이 > 1-2학년 > 1-2학년 그림/동화책 > 1-2학년 창작동화', '  국내도서 > 어린이 > 어린이 문학 > 그림/동화책 > 창작동화', '  국내도서 > 어린이 > 교과서수록도서 > 3학년2학기 > 국어2-가', '  국내도서 > 어린이 > 초등 입학 전 추천도서', '  국내도서 > 어린이 > 교과서 수록도서']",,error,,"그 분류
#초등교과서수록도서 #성장 #생활동화"
87,147,Children_Lit,내 멋대로 친구 뽑기,I draw a friend,9788934993483,최은옥,Choi Eunok,"10,350원",96,2016,13,49,"['85%', '15%', '0%', '0%', '0%']","['85%', '15%', '0%', '0%', '0%']",9.6,9.6,http://www.yes24.com/Product/Goods/24946194,62,10.35,2016.03.16,10.0,14,http://book.naver.com/bookdb/book_detail.naver?bid=10372718,76,"['  국내도서 > 어린이 > 1-2학년 > 1-2학년 그림/동화책 > 1-2학년 창작동화', '  국내도서 > 어린이 > 3-4학년 > 3-4학년 그림/동화책 > 3-4학년 창작동화', '  국내도서 > 어린이 > 어린이 문학 > 그림/동화책 > 창작동화']",,error,,error
88,145,Children_Lit,줄무늬가 생겼어요,I have striped.,9788949111674,조세현,Cho Sehyun,"11,700원",40,2006,34,22,"['71%', '21%', '3%', '3%', '3%']","['71%', '21%', '3%', '0%', '6%']",9.0,9.6,http://www.yes24.com/Product/Goods/2179340,56,11.7,2006.11.03,8.5,82,http://book.naver.com/bookdb/book_detail.naver?bid=2537386,138,"['  국내도서 > 어린이 > 1-2학년 > 1-2학년 그림/동화책 > 1-2학년 창작동화', '  국내도서 > 어린이 > 어린이 문학 > 그림/동화책 > 창작동화', '  국내도서 > 어린이 > 교과서수록도서 > 5학년2학기 > 국어활동5-가', '  국내도서 > 어린이 > 교과서 수록도서']",,"상내역 및 미디어 추천 분류
  국내도서 > 행복한아침독서/책둥이 추천 > 2007 어린이 저학년 추천도서",,error
89,186,Children_Lit,내 동생 싸게 팔아요,I sell my brother cheaply.,9788937841668,임정자,Lim Jeongja,"7,650원",32,2006,49,26,"['80%', '16%', '4%', '0%', '0%']","['78%', '18%', '4%', '0%', '0%']",9.5,9.6,http://www.yes24.com/Product/Goods/2118464,75,7.6,2006.06.06,8.94,51,http://book.naver.com/bookdb/book_detail.naver?bid=2495046,126,"['  국내도서 > 유아 > 4-6세 > 4-6세 우리나라 그림책', '  국내도서 > 유아 > 유아 그림책 > 유아 창작동화', '  국내도서 > 어린이 > 어린이 문학 > 그림/동화책 > 창작동화', '  국내도서 > 어린이 > 1-2학년 > 1-2학년 그림/동화책 > 1-2학년 창작동화', '  국내도서 > 어린이 > 교과서수록도서 > 3학년1학기 > 국어1-나', '  국내도서 > 유아 > 4-7세 > 국내 창작 그림책', '  국내도서 > 유아 > 4-7세', '  국내도서 > 어린이 > 교과서 수록도서', '  국내도서 > 유아']",,"상내역 및 미디어 추천 분류
  국내도서 > 행복한아침독서/책둥이 추천 > 2007 어린이 저학년 추천도서",,error
90,162,Children_Lit,이 세상에 태어나길 참 잘했다,I was very happy to be born in this world.,9788972889397,박완서,Park Wanso,"10,800원",160,2009,28,10,"['61%', '29%', '11%', '0%', '0%']","['57%', '32%', '11%', '0%', '0%']",9.0,9.6,http://www.yes24.com/Product/Goods/3337294,38,10.8,2009.04.01,9.26,38,http://book.naver.com/bookdb/book_detail.naver?bid=6003213,76,"['  국내도서 > 어린이 > 5-6학년 > 5-6학년 그림/동화책 > 5-6학년 창작동화', '  국내도서 > 어린이 > 어린이 문학 > 그림/동화책 > 창작동화']",,"상내역 및 미디어 추천 분류
  국내도서 > 행복한아침독서/책둥이 추천 > 2010 어린이 고학년 추천도서",,error
91,161,Children_Lit,두근두근 걱정 대장,I'm worried about the boulevard,9788949161839,우미옥,Woo Miok,"8,550원",108,2015,50,33,"['84%', '16%', '0%', '0%', '0%']","['78%', '22%', '0%', '0%', '0%']",9.6,9.4,http://www.yes24.com/Product/Goods/17188246,83,8.55,2015.03.13,9.54,47,http://book.naver.com/bookdb/book_detail.naver?bid=8881213,130,"['  국내도서 > 어린이 > 1-2학년 > 1-2학년 그림/동화책 > 1-2학년 창작동화', '  국내도서 > 어린이 > 3-4학년 > 3-4학년 그림/동화책 > 3-4학년 창작동화', '  국내도서 > 어린이 > 어린이 문학 > 그림/동화책 > 창작동화']",,"상내역 및 미디어 추천 분류
  국내도서 > 행복한아침독서/책둥이 추천 > 2016년 > 초등학교 도서관용
  국내도서 > 행복한아침독서/책둥이 추천 > 2016년 > 초등 저학년용
  국내도서 > 미디어 추천 > 조선일보
  국내도서 > 미디어 추천 > 한겨레
  국내도서 > YES24 올해의 책 > 2015년 올해의 책 후보도서",,error
92,163,Children_Lit,추리 천재 엉덩이 탐정 5,Ideal Genius Ass Detective 5,9791162332542,트롤,Troll,"10,800원",88,2017,91,197,"['77%', '20%', '1%', '1%', '1%']","['78%', '15%', '4%', '1%', '1%']",9.4,9.6,http://www.yes24.com/Product/Goods/57709073,288,10.8,2017.12.20,10.0,29,http://book.naver.com/bookdb/book_detail.naver?bid=12975600,317,"['  국내도서 > 어린이 > 3-4학년 > 3-4학년 그림/동화책 > 3-4학년 추리/탐정/공포', '  국내도서 > 어린이 > 5-6학년 > 5-6학년 그림/동화책 > 5-6학년 추리/탐정/공포', '  국내도서 > 어린이 > 어린이 문학 > 그림/동화책 > 추리/탐정/공포']",,error,,"그 분류
#초등미스터리 #사고력"
93,75,Children_Lit,추리 천재 엉덩이 탐정 9,Ideal Genius Hip Detective 9,9791164134090,트롤,Troll,"10,800원",88,2020,113,248,"['79%', '20%', '1%', '0%', '0%']","['81%', '19%', '1%', '0%', '0%']",9.6,9.6,http://www.yes24.com/Product/Goods/86003594,361,10.8,2020.01.15,10.0,22,http://book.naver.com/bookdb/book_detail.naver?bid=16120464,383,"['  국내도서 > 어린이 > 3-4학년 > 3-4학년 그림/동화책 > 3-4학년 추리/탐정/공포', '  국내도서 > 어린이 > 5-6학년 > 5-6학년 그림/동화책 > 5-6학년 추리/탐정/공포', '  국내도서 > 어린이 > 어린이 문학 > 그림/동화책 > 창작동화', '  국내도서 > 어린이 > 어린이 문학 > 그림/동화책 > 추리/탐정/공포']",,error,,error
94,188,Children_Lit,추리 천재 엉덩이 탐정 7,Ideal genius ass detective 7,9791162339466,트롤,Troll,"10,800원",88,2018,95,222,"['78%', '18%', '4%', '0%', '0%']","['75%', '21%', '4%', '0%', '0%']",9.4,9.6,http://www.yes24.com/Product/Goods/67032106,317,10.8,2018.12.20,9.83,23,http://book.naver.com/bookdb/book_detail.naver?bid=14262081,340,"['  국내도서 > 어린이 > 3-4학년 > 3-4학년 그림/동화책 > 3-4학년 추리/탐정/공포', '  국내도서 > 어린이 > 5-6학년 > 5-6학년 그림/동화책 > 5-6학년 추리/탐정/공포', '  국내도서 > 어린이 > 어린이 문학 > 그림/동화책 > 추리/탐정/공포']",,error,,"그 분류
#초등미스터리 #사고력"
95,167,Children_Lit,추리 천재 엉덩이 탐정 4,Identification Genius Ass Detective 4,9788937848247,트롤,Troll,"10,800원",88,2017,79,191,"['68%', '25%', '5%', '1%', '0%']","['66%', '25%', '6%', '1%', '1%']",9.1,9.6,http://www.yes24.com/Product/Goods/45508348,270,10.8,2017.08.30,9.86,24,http://book.naver.com/bookdb/book_detail.naver?bid=12495377,294,"['  국내도서 > 어린이 > 3-4학년 > 3-4학년 그림/동화책 > 3-4학년 추리/탐정/공포', '  국내도서 > 어린이 > 5-6학년 > 5-6학년 그림/동화책 > 5-6학년 추리/탐정/공포', '  국내도서 > 어린이 > 어린이 문학 > 그림/동화책 > 추리/탐정/공포']",,error,,"그 분류
#초등미스터리 #사고력"
96,101,Children_Lit,추리 천재 엉덩이 탐정 1,Identification Genius Hip Detective 1,9788937838750,트롤,Troll,"10,800원",88,2016,138,342,"['77%', '20%', '3%', '1%', '0%']","['74%', '22%', '4%', '1%', '0%']",9.4,9.6,http://www.yes24.com/Product/Goods/30434846,480,10.8,2016.08.10,9.72,52,http://book.naver.com/bookdb/book_detail.naver?bid=10933311,532,"['  국내도서 > 어린이 > 1-2학년 > 1-2학년 그림/동화책 > 1-2학년 추리/탐정/공포', '  국내도서 > 어린이 > 3-4학년 > 3-4학년 그림/동화책 > 3-4학년 추리/탐정/공포', '  국내도서 > 어린이 > 어린이 문학 > 그림/동화책 > 추리/탐정/공포']",,"상내역 및 미디어 추천 분류
  국내도서 > YES24 올해의 책 > 2016년 올해의 책 후보도서",,error
97,117,Children_Lit,추리 천재 엉덩이 탐정 2,Identification Genius Hip Detective 2,9788937853470,트롤,Troll,"10,800원",88,2016,74,180,"['80%', '14%', '5%', '0%', '1%']","['76%', '18%', '7%', '0%', '0%']",9.4,9.6,http://www.yes24.com/Product/Goods/33477743,254,10.8,2016.11.25,9.86,18,http://book.naver.com/bookdb/book_detail.naver?bid=11332741,272,"['  국내도서 > 어린이 > 1-2학년 > 1-2학년 그림/동화책 > 1-2학년 추리/탐정/공포', '  국내도서 > 어린이 > 3-4학년 > 3-4학년 그림/동화책 > 3-4학년 추리/탐정/공포', '  국내도서 > 어린이 > 어린이 문학 > 그림/동화책 > 추리/탐정/공포']",,error,,"그 분류
#초등미스터리 #사고력"
98,146,Children_Lit,추리 천재 엉덩이 탐정 3,Identification Genius Hip Detective 3,9788937889714,트롤,Troll,"10,800원",88,2017,88,197,"['82%', '12%', '5%', '1%', '0%']","['82%', '12%', '5%', '1%', '0%']",9.6,9.6,http://www.yes24.com/Product/Goods/38235263,285,10.8,2017.03.30,9.78,27,http://book.naver.com/bookdb/book_detail.naver?bid=11869292,312,"['  국내도서 > 어린이 > 1-2학년 > 1-2학년 그림/동화책 > 1-2학년 추리/탐정/공포', '  국내도서 > 어린이 > 3-4학년 > 3-4학년 그림/동화책 > 3-4학년 추리/탐정/공포', '  국내도서 > 어린이 > 어린이 문학 > 그림/동화책 > 추리/탐정/공포']",,error,,"그 분류
#초등미스터리 #사고력"
99,132,Children_Lit,추리 천재 엉덩이 탐정 8,Identification Genius Hip Detective 8,9791164131914,트롤,Troll,"10,800원",88,2019,75,180,"['68%', '21%', '11%', '0%', '0%']","['63%', '27%', '9%', '0%', '1%']",9.1,9.2,http://www.yes24.com/Product/Goods/76460854,255,10.8,2019.07.25,10.0,5,http://book.naver.com/bookdb/book_detail.naver?bid=15201009,260,"['  국내도서 > 어린이 > 3-4학년 > 3-4학년 그림/동화책 > 3-4학년 추리/탐정/공포', '  국내도서 > 어린이 > 5-6학년 > 5-6학년 그림/동화책 > 5-6학년 추리/탐정/공포', '  국내도서 > 어린이 > 어린이 문학 > 그림책']",,error,,error
100,118,Children_Lit,만약의 세계,If the world,9788934992622,요시타케 신스케,Shinsuke Yoshitake,"10,620원",56,2020,36,60,"['89%', '8%', '3%', '0%', '0%']","['92%', '6%', '3%', '0%', '0%']",9.8,9.2,http://www.yes24.com/Product/Goods/91588591,96,10.62,2020.08.20,10.0,31,http://book.naver.com/bookdb/book_detail.naver?bid=16589750,127,"['  국내도서 > 어린이 > 1-2학년 > 1-2학년 그림/동화책 > 1-2학년 창작동화', '  국내도서 > 어린이 > 3-4학년 > 3-4학년 그림/동화책 > 3-4학년 창작동화', '  국내도서 > 어린이 > 어린이 문학 > 그림/동화책 > 창작동화']",,"상내역 및 미디어 추천 분류
  국내도서 > YES24 올해의 책 > 2020년 올해의 책 후보도서",,error
101,106,Children_Lit,외딴 집 외딴 다락방에서,In a secluded attic,9788984143265,필리파 피어스,Philippa Pearce,"8,100원",64,2018,29,54,"['79%', '21%', '0%', '0%', '0%']","['83%', '17%', '0%', '0%', '0%']",9.6,9.6,http://www.yes24.com/Product/Goods/62054546,83,8.1,2018.07.05,9.5,19,http://book.naver.com/bookdb/book_detail.naver?bid=13760485,102,"['  국내도서 > 어린이 > 1-2학년 > 1-2학년 그림/동화책 > 1-2학년 창작동화', '  국내도서 > 어린이 > 3-4학년 > 3-4학년 그림/동화책 > 3-4학년 창작동화', '  국내도서 > 어린이 > 어린이 문학 > 그림/동화책 > 창작동화']",,error,,"그 분류
#공포 #초등미스터리 #감정"
