,Unnamed: 0,index,Genere,Title,ISBN,Author,Price,N_pag,Pub_Date,Num_Reviews,Num_Reviews_ol,Distr_Rat_Cont,Distr_Rat_Design,Overall_Rating,Overall_Rating_ol,Yes_link,Tot_Reviews,Prezzo_Naver,Pub_Date_Naver,Overall_Rat_Naver,Num_Reviews_Naver,Naver_Link,Reviews_Sum,Shelves_Category,Shelves_Media,Shelves_Tags
155,155,260,Children_Lit,코드네임 J,9788952742704,강경수,"10,800원",312,2020,31,47,"['90%', '10%', '0%', '0%', '0%']","['90%', '6%', '0%', '3%', '0%']",9.7,9.8,http://www.yes24.com/Product/Goods/89744894,78,10.8,2020.03.25,10.0,14,http://book.naver.com/bookdb/book_detail.naver?bid=16314169,92,"['  국내도서 > 어린이 > 3-4학년 > 3-4학년 그림/동화책 > 3-4학년 창작동화', '  국내도서 > 어린이 > 5-6학년 > 5-6학년 그림/동화책 > 5-6학년 창작동화', '  국내도서 > 어린이 > 어린이 문학 > 그림/동화책 > 창작동화']",error,"그 분류
#첩보물 #초등미스터리 #추리/스릴러"
156,156,262,Children_Lit,"머시 수아레스, 기어를 바꾸다",9788965463429,메그 메디나,"13,320원",432,2019,93,35,"['92%', '6%', '1%', '0%', '0%']","['89%', '10%', '1%', '0%', '0%']",9.8,9.4,http://www.yes24.com/Product/Goods/78907236,128,13.32,2019.09.20,9.91,47,http://book.naver.com/bookdb/book_detail.naver?bid=15479244,175,"['  국내도서 > 어린이 > 3-4학년 > 3-4학년 그림/동화책 > 3-4학년 창작동화', '  국내도서 > 어린이 > 5-6학년 > 5-6학년 그림/동화책 > 5-6학년 창작동화', '  국내도서 > 어린이 > 어린이 문학 > 그림/동화책 > 창작동화']","상내역 및 미디어 추천 분류
  국내도서 > 행복한아침독서/책둥이 추천 > 2020년 > 어린이용(5-6학년)
  국내도서 > 유아/어린이 추천도서 > 어린이문학상 수상작 > 뉴베리상
  국내도서 > 미디어 추천 > 조선일보
  국내도서 > 미디어 추천 > 한겨레
  국내도서 > 미디어 추천 > 경향신문",error
157,157,263,Children_Lit,무릎 딱지,9788991871670,이경혜,"11,700원",32,2010,41,14,"['76%', '22%', '2%', '0%', '0%']","['73%', '24%', '2%', '0%', '0%']",9.4,9.8,http://www.yes24.com/Product/Goods/4299517,55,11.7,2010.10.20,9.64,101,http://book.naver.com/bookdb/book_detail.naver?bid=6386101,156,"['  국내도서 > 어린이 > 예비 초등학생', '  국내도서 > 어린이 > 1-2학년 > 1-2학년 그림/동화책 > 1-2학년 창작동화', '  국내도서 > 어린이 > 어린이 문학 > 그림/동화책 > 창작동화']",error,"그 분류
#죽음에관하여"
158,158,264,Children_Lit,붉은 여우 아저씨,9788952781680,송정화,"9,900원",48,2015,57,8,"['86%', '12%', '2%', '0%', '0%']","['81%', '19%', '0%', '0%', '0%']",9.6,9.8,http://www.yes24.com/Product/Goods/23275301,65,9.9,2015.11.25,9.62,75,http://book.naver.com/bookdb/book_detail.naver?bid=9877227,140,"['  국내도서 > 유아 > 4-6세 > 4-6세 우리나라 그림책', '  국내도서 > 어린이 > 어린이 문학 > 그림/동화책 > 창작동화', '  국내도서 > 어린이 > 1-2학년 > 1-2학년 그림/동화책 > 1-2학년 창작동화', '  국내도서 > 어린이 > 3-4학년 > 3-4학년 그림/동화책 > 3-4학년 창작동화', '  국내도서 > 어린이 > 교과서수록도서 > 1학년2학기 > 국어활동2-가', '  국내도서 > 어린이 > 교과서 수록도서']","상내역 및 미디어 추천 분류
  국내도서 > 행복한아침독서/책둥이 추천 > 2016년 > 5~7세용",error
159,159,266,Children_Lit,그리스 로마 신화 3,9788950971380,박시연,"10,800원",194,2018,69,50,"['93%', '4%', '1%', '1%', '0%']","['94%', '3%', '3%', '0%', '0%']",9.8,9.6,http://www.yes24.com/Product/Goods/58043930,119,10.8,2018.01.19,10.0,66,http://book.naver.com/bookdb/book_detail.naver?bid=13204504,185,"['  국내도서 > 어린이 > 1-2학년 > 1-2학년 그림/동화책 > 1-2학년 신화/전설', '  국내도서 > 어린이 > 3-4학년 > 3-4학년 그림/동화책 > 3-4학년 신화/전설', '  국내도서 > 어린이 > 어린이 문학 > 그림/동화책 > 신화/전설']",error,"그 분류
#알쓸신잡"
160,160,272,Children_Lit,그리스 로마 신화 4,9788950971397,이선영,"10,800원",194,2018,42,49,"['93%', '7%', '0%', '0%', '0%']","['93%', '7%', '0%', '0%', '0%']",9.8,9.6,http://www.yes24.com/Product/Goods/59314657,91,10.8,2018.03.20,10.0,19,http://book.naver.com/bookdb/book_detail.naver?bid=13440466,110,"['  국내도서 > 어린이 > 3-4학년 > 3-4학년 그림/동화책 > 3-4학년 신화/전설', '  국내도서 > 어린이 > 5-6학년 > 5-6학년 그림/동화책 > 5-6학년 신화/전설', '  국내도서 > 어린이 > 어린이 문학 > 그림/동화책 > 신화/전설']",error,"그 분류
#초중등인문학 #학습만화 #알쓸신잡"
161,161,278,Children_Lit,간질간질,9791160940688,서현,"12,420원",64,2017,27,25,"['81%', '19%', '0%', '0%', '0%']","['89%', '11%', '0%', '0%', '0%']",9.7,9.4,http://www.yes24.com/Product/Goods/39334627,52,12.42,2017.04.25,9.6,45,http://book.naver.com/bookdb/book_detail.naver?bid=11990864,97,"['  국내도서 > 유아 > 4-6세 > 4-6세 우리나라 그림책', '  국내도서 > 유아 > 유아 그림책 > 유아 창작동화', '  국내도서 > 어린이 > 어린이 문학 > 그림책']","상내역 및 미디어 추천 분류
  국내도서 > 행복한아침독서/책둥이 추천 > 2018 년 > 유아용(4-7세)
  국내도서 > 세종도서_(구)문화체육관광부 우수도서 > 2017년(하) 문학나눔
  국내도서 > 미디어 추천 > 한겨레
  국내도서 > YES24 올해의 책 > 2017년 올해의 책 후보도서",error
162,162,280,Children_Lit,두근두근 걱정 대장,9788949161839,우미옥,"8,550원",108,2015,50,33,"['84%', '16%', '0%', '0%', '0%']","['78%', '22%', '0%', '0%', '0%']",9.6,9.4,http://www.yes24.com/Product/Goods/17188246,83,8.55,2015.03.13,9.54,47,http://book.naver.com/bookdb/book_detail.naver?bid=8881213,130,"['  국내도서 > 어린이 > 1-2학년 > 1-2학년 그림/동화책 > 1-2학년 창작동화', '  국내도서 > 어린이 > 3-4학년 > 3-4학년 그림/동화책 > 3-4학년 창작동화', '  국내도서 > 어린이 > 어린이 문학 > 그림/동화책 > 창작동화']","상내역 및 미디어 추천 분류
  국내도서 > 행복한아침독서/책둥이 추천 > 2016년 > 초등학교 도서관용
  국내도서 > 행복한아침독서/책둥이 추천 > 2016년 > 초등 저학년용
  국내도서 > 미디어 추천 > 조선일보
  국내도서 > 미디어 추천 > 한겨레
  국내도서 > YES24 올해의 책 > 2015년 올해의 책 후보도서",error
163,163,281,Children_Lit,이 세상에 태어나길 참 잘했다,9788972889397,박완서,"10,800원",160,2009,28,10,"['61%', '29%', '11%', '0%', '0%']","['57%', '32%', '11%', '0%', '0%']",9.0,9.6,http://www.yes24.com/Product/Goods/3337294,38,10.8,2009.04.01,9.26,38,http://book.naver.com/bookdb/book_detail.naver?bid=6003213,76,"['  국내도서 > 어린이 > 5-6학년 > 5-6학년 그림/동화책 > 5-6학년 창작동화', '  국내도서 > 어린이 > 어린이 문학 > 그림/동화책 > 창작동화']","상내역 및 미디어 추천 분류
  국내도서 > 행복한아침독서/책둥이 추천 > 2010 어린이 고학년 추천도서",error
164,164,285,Children_Lit,추리 천재 엉덩이 탐정 5,9791162332542,트롤,"10,800원",88,2017,91,197,"['77%', '20%', '1%', '1%', '1%']","['78%', '15%', '4%', '1%', '1%']",9.4,9.6,http://www.yes24.com/Product/Goods/57709073,288,10.8,2017.12.20,10.0,29,http://book.naver.com/bookdb/book_detail.naver?bid=12975600,317,"['  국내도서 > 어린이 > 3-4학년 > 3-4학년 그림/동화책 > 3-4학년 추리/탐정/공포', '  국내도서 > 어린이 > 5-6학년 > 5-6학년 그림/동화책 > 5-6학년 추리/탐정/공포', '  국내도서 > 어린이 > 어린이 문학 > 그림/동화책 > 추리/탐정/공포']",error,"그 분류
#초등미스터리 #사고력"
165,165,289,Children_Lit,그리스 로마 신화 5,9788950971403,이선영,"10,800원",194,2018,60,40,"['93%', '5%', '2%', '0%', '0%']","['93%', '5%', '2%', '0%', '0%']",9.8,9.8,http://www.yes24.com/Product/Goods/60889836,100,10.8,2018.05.16,10.0,40,http://book.naver.com/bookdb/book_detail.naver?bid=13607998,140,"['  국내도서 > 어린이 > 3-4학년 > 3-4학년 그림/동화책 > 3-4학년 신화/전설', '  국내도서 > 어린이 > 5-6학년 > 5-6학년 그림/동화책 > 5-6학년 신화/전설', '  국내도서 > 어린이 > 어린이 문학 > 그림/동화책 > 신화/전설']",error,"그 분류
#초중등인문학 #학습만화 #알쓸신잡"
166,166,290,Children_Lit,붉은 실,9788952785282,이나영,"9,450원",204,2017,52,10,"['96%', '2%', '0%', '2%', '0%']","['96%', '2%', '0%', '0%', '2%']",9.8,9.6,http://www.yes24.com/Product/Goods/38093731,62,9.4,2017.03.25,10.0,39,http://book.naver.com/bookdb/book_detail.naver?bid=11825123,101,"['  국내도서 > 어린이 > 3-4학년 > 3-4학년 그림/동화책 > 3-4학년 창작동화', '  국내도서 > 어린이 > 5-6학년 > 5-6학년 그림/동화책 > 5-6학년 창작동화', '  국내도서 > 어린이 > 어린이 문학 > 그림/동화책 > 창작동화']","상내역 및 미디어 추천 분류
  국내도서 > 청소년 추천도서 > 한국출판문화산업진흥원 청소년 추천도서 > 2017년 8월",error
167,167,297,Children_Lit,거짓말 학교,9788954609623,전성희,"10,350원",223,2009,56,14,"['71%', '23%', '4%', '2%', '0%']","['75%', '18%', '5%', '0%', '2%']",9.2,9.8,http://www.yes24.com/Product/Goods/3624532,70,10.35,2009.11.30,8.95,115,http://book.naver.com/bookdb/book_detail.naver?bid=6189321,185,"['  국내도서 > 어린이 > 5-6학년 > 5-6학년 그림/동화책 > 5-6학년 창작동화', '  국내도서 > 어린이 > 어린이 문학 > 그림/동화책 > 창작동화', '  국내도서 > 어린이 > 창작동화 수상작']","상내역 및 미디어 추천 분류
  국내도서 > 행복한아침독서/책둥이 추천 > 2010 어린이 고학년 추천도서
  국내도서 > YES24 올해의 책 > 2010년 올해의 책 후보도서",error
168,168,301,Children_Lit,추리 천재 엉덩이 탐정 4,9788937848247,트롤,"10,800원",88,2017,79,191,"['68%', '25%', '5%', '1%', '0%']","['66%', '25%', '6%', '1%', '1%']",9.1,9.6,http://www.yes24.com/Product/Goods/45508348,270,10.8,2017.08.30,9.86,24,http://book.naver.com/bookdb/book_detail.naver?bid=12495377,294,"['  국내도서 > 어린이 > 3-4학년 > 3-4학년 그림/동화책 > 3-4학년 추리/탐정/공포', '  국내도서 > 어린이 > 5-6학년 > 5-6학년 그림/동화책 > 5-6학년 추리/탐정/공포', '  국내도서 > 어린이 > 어린이 문학 > 그림/동화책 > 추리/탐정/공포']",error,"그 분류
#초등미스터리 #사고력"
169,169,305,Children_Lit,그리스 로마 신화 16,9788950971519,박시연,"10,800원",196,2020,42,54,"['95%', '5%', '0%', '0%', '0%']","['93%', '7%', '0%', '0%', '0%']",9.9,9.8,http://www.yes24.com/Product/Goods/89867368,96,10.8,2020.04.14,10.0,22,http://book.naver.com/bookdb/book_detail.naver?bid=16321407,118,"['  국내도서 > 어린이 > 1-2학년 > 1-2학년 그림/동화책 > 1-2학년 신화/전설', '  국내도서 > 어린이 > 3-4학년 > 3-4학년 그림/동화책 > 3-4학년 신화/전설', '  국내도서 > 어린이 > 어린이 문학 > 그림/동화책 > 신화/전설']",error,error
170,170,309,Children_Lit,3초 다이빙,9788962479003,정진호,"10,800원",36,2018,30,13,"['83%', '17%', '0%', '0%', '0%']","['87%', '10%', '3%', '0%', '0%']",9.6,9.6,http://www.yes24.com/Product/Goods/58605459,43,10.8,2018.02.22,9.71,54,http://book.naver.com/bookdb/book_detail.naver?bid=13317645,97,"['  국내도서 > 어린이 > 1-2학년 > 1-2학년 그림/동화책 > 1-2학년 창작동화', '  국내도서 > 어린이 > 3-4학년 > 3-4학년 그림/동화책 > 3-4학년 창작동화', '  국내도서 > 어린이 > 어린이 문학 > 그림/동화책 > 창작동화']","상내역 및 미디어 추천 분류
  국내도서 > 미디어 추천 > 조선일보
  국내도서 > 미디어 추천 > 동아일보",error
171,171,310,Children_Lit,코드네임 K,9788952786029,강경수,"10,800원",316,2017,30,44,"['93%', '7%', '0%', '0%', '0%']","['93%', '7%', '0%', '0%', '0%']",9.8,9.8,http://www.yes24.com/Product/Goods/50314836,74,10.8,2017.10.15,10.0,20,http://book.naver.com/bookdb/book_detail.naver?bid=12572004,94,"['  국내도서 > 어린이 > 3-4학년 > 3-4학년 그림/동화책 > 3-4학년 창작동화', '  국내도서 > 어린이 > 5-6학년 > 5-6학년 그림/동화책 > 5-6학년 창작동화', '  국내도서 > 어린이 > 어린이 문학 > 그림/동화책 > 창작동화']",error,"그 분류
#상상력"
172,172,312,Children_Lit,코드네임 I,9788952789938,강경수,"10,800원",324,2019,30,42,"['90%', '7%', '3%', '0%', '0%']","['97%', '3%', '0%', '0%', '0%']",9.9,9.6,http://www.yes24.com/Product/Goods/79227725,72,10.8,2019.09.25,10.0,17,http://book.naver.com/bookdb/book_detail.naver?bid=15511137,89,"['  국내도서 > 어린이 > 3-4학년 > 3-4학년 그림/동화책 > 3-4학년 창작동화', '  국내도서 > 어린이 > 5-6학년 > 5-6학년 그림/동화책 > 5-6학년 창작동화', '  국내도서 > 어린이 > 어린이 문학 > 그림/동화책 > 창작동화']",error,"그 분류
#첩보물 #비밀요원"
173,173,314,Children_Lit,코드네임 R,9788952787347,강경수,"10,800원",328,2018,33,38,"['94%', '6%', '0%', '0%', '0%']","['88%', '12%', '0%', '0%', '0%']",9.8,9.8,http://www.yes24.com/Product/Goods/64094975,71,10.8,2018.09.20,9.8,24,http://book.naver.com/bookdb/book_detail.naver?bid=13976100,95,"['  국내도서 > 어린이 > 3-4학년 > 3-4학년 그림/동화책 > 3-4학년 창작동화', '  국내도서 > 어린이 > 5-6학년 > 5-6학년 그림/동화책 > 5-6학년 창작동화', '  국내도서 > 어린이 > 어린이 문학 > 그림/동화책 > 창작동화']",error,"그 분류
#상상력"
174,174,319,Children_Lit,소중한 사람에게,9788901242408,전이수,"13,500원",108,2020,90,18,"['93%', '7%', '0%', '0%', '0%']","['92%', '8%', '0%', '0%', '0%']",9.8,10.0,http://www.yes24.com/Product/Goods/90076213,108,13.5,2020.05.18,10.0,45,http://book.naver.com/bookdb/book_detail.naver?bid=16344975,153,"['  국내도서 > 어린이 > 3-4학년 > 3-4학년 그림/동화책 > 3-4학년 창작동화', '  국내도서 > 어린이 > 5-6학년 > 5-6학년 그림/동화책 > 5-6학년 창작동화', '  국내도서 > 어린이 > 어린이 문학 > 그림/동화책 > 창작동화', '  국내도서 > 어린이 > 어린이 문학 > 그림책', '  국내도서 > 어린이 > 어린이 문학 > 어린이가 쓴 글']",error,"그 분류
#아이감성 #행복 #사랑의의미 #가족관계 #영재발굴단"
175,175,324,Children_Lit,코드네임 V,9788952787071,강경수,"10,800원",208,2018,33,30,"['94%', '3%', '3%', '0%', '0%']","['91%', '6%', '3%', '0%', '0%']",9.8,9.8,http://www.yes24.com/Product/Goods/60605086,63,10.8,2018.05.20,9.94,33,http://book.naver.com/bookdb/book_detail.naver?bid=13571773,96,"['  국내도서 > 어린이 > 1-2학년 > 1-2학년 그림/동화책 > 1-2학년 창작동화', '  국내도서 > 어린이 > 3-4학년 > 3-4학년 그림/동화책 > 3-4학년 창작동화', '  국내도서 > 어린이 > 어린이 문학 > 그림/동화책 > 창작동화']",error,"그 분류
#상상력"
176,176,325,Children_Lit,그리스 로마 신화 15,9788950971502,박시연,"10,800원",196,2020,45,46,"['91%', '9%', '0%', '0%', '0%']","['93%', '7%', '0%', '0%', '0%']",9.8,10.0,http://www.yes24.com/Product/Goods/89012715,91,10.8,2020.02.19,10.0,18,http://book.naver.com/bookdb/book_detail.naver?bid=16267450,109,"['  국내도서 > 어린이 > 1-2학년 > 1-2학년 그림/동화책 > 1-2학년 신화/전설', '  국내도서 > 어린이 > 1-2학년 > 1-2학년 만화/애니메이션 > 1-2학년 학습만화', '  국내도서 > 어린이 > 3-4학년 > 3-4학년 그림/동화책 > 3-4학년 신화/전설', '  국내도서 > 어린이 > 3-4학년 > 3-4학년 만화/애니메이션 > 3-4학년 학습만화', '  국내도서 > 어린이 > 5-6학년 > 5-6학년 그림/동화책 > 5-6학년 신화/전설', '  국내도서 > 어린이 > 5-6학년 > 5-6학년 만화/애니메이션 > 5-6학년 학습만화', '  국내도서 > 어린이 > 어린이 문학 > 그림/동화책 > 신화/전설', '  국내도서 > 어린이 > 학습만화/코믹스 > 학습만화']",error,error
177,177,327,Children_Lit,까막눈 삼디기,9788901068602,원유순,"8,550원",95,2003,27,19,"['70%', '22%', '7%', '0%', '0%']","['70%', '22%', '7%', '0%', '0%']",9.2,9.6,http://www.yes24.com/Product/Goods/136724,46,8.55,2007.07.09,9.0,53,http://book.naver.com/bookdb/book_detail.naver?bid=182521,99,"['  국내도서 > 어린이 > 1-2학년 > 1-2학년 그림/동화책 > 1-2학년 창작동화', '  국내도서 > 어린이 > 어린이 문학 > 그림/동화책 > 창작동화']",error,"그 분류
#탑골공원책벌레"
178,178,328,Children_Lit,"조커, 학교 가기 싫을 때 쓰는 카드",9788932011974,수지 모건스턴,"8,100원",73,2000,28,12,"['64%', '25%', '11%', '0%', '0%']","['39%', '43%', '14%', '4%', '0%']",8.7,9.6,http://www.yes24.com/Product/Goods/163617,40,8.1,2000.09.30,9.4,67,http://book.naver.com/bookdb/book_detail.naver?bid=172411,107,"['  국내도서 > 어린이 > 3-4학년 > 3-4학년 그림/동화책 > 3-4학년 명작동화/우화', '  국내도서 > 어린이 > 3-4학년 > 3-4학년 그림/동화책 > 3-4학년 창작동화', '  국내도서 > 어린이 > 어린이 문학 > 그림/동화책 > 명작동화/우화', '  국내도서 > 어린이 > 어린이 문학 > 그림/동화책 > 창작동화']",error,error
179,179,329,Children_Lit,산딸기 크림봉봉 리커버,9791185751917,소피 블래콜,"11,700원",48,2016,30,44,"['80%', '17%', '0%', '3%', '0%']","['87%', '13%', '0%', '0%', '0%']",9.6,9.6,http://www.yes24.com/Product/Goods/29430291,74,11.7,2016.07.20,9.67,47,http://book.naver.com/bookdb/book_detail.naver?bid=10835373,121,"['  국내도서 > 어린이 > 1-2학년 > 1-2학년 그림/동화책 > 1-2학년 창작동화', '  국내도서 > 어린이 > 어린이 문학 > 그림/동화책 > 창작동화']","상내역 및 미디어 추천 분류
  국내도서 > YES24 올해의 책 > 2016년 올해의 책 후보도서",error
180,180,331,Children_Lit,탈무드 111가지,9788955600261,error,"10,800원",359,2002,45,34,"['76%', '18%', '7%', '0%', '0%']","['67%', '27%', '4%', '2%', '0%']",9.3,9.0,http://www.yes24.com/Product/Goods/297894,79,10.8,2002.08.15,8.93,23,http://book.naver.com/bookdb/book_detail.naver?bid=160819,102,"['  국내도서 > 어린이 > 1-2학년 > 1-2학년 그림/동화책 > 1-2학년 명작동화/우화', '  국내도서 > 어린이 > 3-4학년 > 3-4학년 그림/동화책 > 3-4학년 명작동화/우화', '  국내도서 > 어린이 > 5-6학년 > 5-6학년 그림/동화책 > 5-6학년 명작동화/우화', '  국내도서 > 어린이 > 어린이 문학 > 그림/동화책 > 명작동화/우화']",error,error
181,181,334,Children_Lit,칠판 앞에 나가기 싫어,9788949160368,다니엘 포세트,"6,750원",40,1997,37,37,"['54%', '41%', '3%', '3%', '0%']","['41%', '35%', '24%', '0%', '0%']",8.7,9.8,http://www.yes24.com/Product/Goods/15977,74,6.75,1997.11.10,8.83,49,http://book.naver.com/bookdb/book_detail.naver?bid=183405,123,"['  국내도서 > 어린이 > 예비 초등학생', '  국내도서 > 어린이 > 1-2학년 > 1-2학년 그림/동화책 > 1-2학년 창작동화', '  국내도서 > 어린이 > 어린이 문학 > 그림/동화책 > 창작동화', '  국내도서 > 어린이 > 교과서수록도서 > 3학년2학기 > 국어2-가', '  국내도서 > 어린이 > 초등 입학 전 추천도서', '  국내도서 > 어린이 > 교과서 수록도서']",error,"그 분류
#초등교과서수록도서 #성장 #생활동화"
182,182,335,Children_Lit,코드네임 H,9788952788955,강경수,"10,800원",316,2019,44,35,"['95%', '5%', '0%', '0%', '0%']","['93%', '7%', '0%', '0%', '0%']",9.9,9.8,http://www.yes24.com/Product/Goods/70916942,79,10.8,2019.03.25,9.95,38,http://book.naver.com/bookdb/book_detail.naver?bid=14641080,117,"['  국내도서 > 어린이 > 3-4학년 > 3-4학년 그림/동화책 > 3-4학년 창작동화', '  국내도서 > 어린이 > 5-6학년 > 5-6학년 그림/동화책 > 5-6학년 창작동화', '  국내도서 > 어린이 > 어린이 문학 > 그림/동화책 > 창작동화']",error,"그 분류
#추리/미스터리/스릴러"
183,183,336,Children_Lit,우물 파는 아이들,9788992844741,린다 수 박,"9,900원",128,2012,44,7,"['66%', '32%', '2%', '0%', '0%']","['48%', '50%', '2%', '0%', '0%']",9.1,9.8,http://www.yes24.com/Product/Goods/6761731,51,9.9,2012.04.30,9.67,25,http://book.naver.com/bookdb/book_detail.naver?bid=6882492,76,"['  국내도서 > 어린이 > 3-4학년 > 3-4학년 그림/동화책 > 3-4학년 창작동화', '  국내도서 > 어린이 > 5-6학년 > 5-6학년 그림/동화책 > 5-6학년 창작동화', '  국내도서 > 어린이 > 어린이 문학 > 그림/동화책 > 창작동화']","상내역 및 미디어 추천 분류
  국내도서 > 행복한아침독서 추천 > 2013년 > 어린이 고학년 추천도서
  국내도서 > YES24 올해의 책 > 2012년 올해의 책 후보도서",error
184,184,341,Children_Lit,비밀요원 레너드 1,9788950983680,박설연,"10,800원",96,2019,91,30,"['91%', '7%', '2%', '0%', '0%']","['90%', '8%', '2%', '0%', '0%']",9.8,9.4,http://www.yes24.com/Product/Goods/81504133,121,10.8,2019.10.25,9.94,61,http://book.naver.com/bookdb/book_detail.naver?bid=15659214,182,"['  국내도서 > 어린이 > 1-2학년 > 1-2학년 그림/동화책 > 1-2학년 창작동화', '  국내도서 > 어린이 > 1-2학년 > 1-2학년 그림/동화책 > 1-2학년 추리/탐정/공포', '  국내도서 > 어린이 > 3-4학년 > 3-4학년 그림/동화책 > 3-4학년 창작동화', '  국내도서 > 어린이 > 3-4학년 > 3-4학년 그림/동화책 > 3-4학년 추리/탐정/공포', '  국내도서 > 어린이 > 어린이 문학 > 그림/동화책 > 창작동화', '  국내도서 > 어린이 > 어린이 문학 > 그림/동화책 > 추리/탐정/공포']",error,error
185,185,348,Children_Lit,하이에나 패밀리 1 가족의 탄생,9788952784971,줄리언 클레어리,"10,800원",276,2019,43,20,"['88%', '5%', '7%', '0%', '0%']","['91%', '2%', '7%', '0%', '0%']",9.6,9.0,http://www.yes24.com/Product/Goods/74259228,63,10.8,2019.05.30,9.9,36,http://book.naver.com/bookdb/book_detail.naver?bid=15007439,99,"['  국내도서 > 어린이 > 3-4학년 > 3-4학년 그림/동화책 > 3-4학년 창작동화', '  국내도서 > 어린이 > 5-6학년 > 5-6학년 그림/동화책 > 5-6학년 창작동화', '  국내도서 > 어린이 > 어린이 문학 > 그림/동화책 > 창작동화']",error,"그 분류
#말장난"
186,186,349,Children_Lit,"이사도라 문, 학교에 가다",9788950977917,해리엇 먼캐스터,"10,800원",128,2018,64,23,"['92%', '8%', '0%', '0%', '0%']","['94%', '6%', '0%', '0%', '0%']",9.8,9.8,http://www.yes24.com/Product/Goods/67440478,87,10.8,2018.12.12,9.85,63,http://book.naver.com/bookdb/book_detail.naver?bid=14365207,150,"['  국내도서 > 어린이 > 3-4학년 > 3-4학년 그림/동화책 > 3-4학년 창작동화', '  국내도서 > 어린이 > 5-6학년 > 5-6학년 그림/동화책 > 5-6학년 창작동화', '  국내도서 > 어린이 > 어린이 문학 > 그림/동화책 > 창작동화']",error,"그 분류
#사회적약자 #판타지"
187,187,352,Children_Lit,내 동생 싸게 팔아요,9788937841668,임정자,"7,650원",32,2006,49,26,"['80%', '16%', '4%', '0%', '0%']","['78%', '18%', '4%', '0%', '0%']",9.5,9.6,http://www.yes24.com/Product/Goods/2118464,75,7.6,2006.06.06,8.94,51,http://book.naver.com/bookdb/book_detail.naver?bid=2495046,126,"['  국내도서 > 유아 > 4-6세 > 4-6세 우리나라 그림책', '  국내도서 > 유아 > 유아 그림책 > 유아 창작동화', '  국내도서 > 어린이 > 어린이 문학 > 그림/동화책 > 창작동화', '  국내도서 > 어린이 > 1-2학년 > 1-2학년 그림/동화책 > 1-2학년 창작동화', '  국내도서 > 어린이 > 교과서수록도서 > 3학년1학기 > 국어1-나', '  국내도서 > 유아 > 4-7세 > 국내 창작 그림책', '  국내도서 > 유아 > 4-7세', '  국내도서 > 어린이 > 교과서 수록도서', '  국내도서 > 유아']","상내역 및 미디어 추천 분류
  국내도서 > 행복한아침독서/책둥이 추천 > 2007 어린이 저학년 추천도서",error
188,188,354,Children_Lit,캡슐 마녀의 수리수리 약국,9788949161495,김소민,"8,100원",88,2012,58,17,"['74%', '24%', '2%', '0%', '0%']","['60%', '40%', '0%', '0%', '0%']",9.3,9.2,http://www.yes24.com/Product/Goods/6373637,75,8.1,2012.02.25,9.22,56,http://book.naver.com/bookdb/book_detail.naver?bid=6833270,131,"['  국내도서 > 어린이 > 예비 초등학생', '  국내도서 > 어린이 > 1-2학년 > 1-2학년 그림/동화책 > 1-2학년 창작동화', '  국내도서 > 어린이 > 어린이 문학 > 그림/동화책 > 창작동화']","상내역 및 미디어 추천 분류
  국내도서 > 행복한아침독서 추천 > 2013년 > 어린이 저학년 추천도서
  국내도서 > YES24 올해의 책 > 2012년 올해의 책 후보도서",error
189,189,355,Children_Lit,추리 천재 엉덩이 탐정 7,9791162339466,트롤,"10,800원",88,2018,95,222,"['78%', '18%', '4%', '0%', '0%']","['75%', '21%', '4%', '0%', '0%']",9.4,9.6,http://www.yes24.com/Product/Goods/67032106,317,10.8,2018.12.20,9.83,23,http://book.naver.com/bookdb/book_detail.naver?bid=14262081,340,"['  국내도서 > 어린이 > 3-4학년 > 3-4학년 그림/동화책 > 3-4학년 추리/탐정/공포', '  국내도서 > 어린이 > 5-6학년 > 5-6학년 그림/동화책 > 5-6학년 추리/탐정/공포', '  국내도서 > 어린이 > 어린이 문학 > 그림/동화책 > 추리/탐정/공포']",error,"그 분류
#초등미스터리 #사고력"
190,190,356,Children_Lit,스무고개 탐정 2 고양이 습격 사건,9788949195810,허교범,"9,000원",184,2013,32,26,"['88%', '9%', '3%', '0%', '0%']","['88%', '12%', '0%', '0%', '0%']",9.7,9.0,http://www.yes24.com/Product/Goods/11727417,58,9.0,2013.12.31,9.82,37,http://book.naver.com/bookdb/book_detail.naver?bid=7393532,95,"['  국내도서 > 어린이 > 3-4학년 > 3-4학년 그림/동화책 > 3-4학년 추리/탐정/공포', '  국내도서 > 어린이 > 5-6학년 > 5-6학년 그림/동화책 > 5-6학년 추리/탐정/공포', '  국내도서 > 어린이 > 어린이 문학 > 그림/동화책 > 추리/탐정/공포']",error,error
