index,Genere,Title_old,Title,ISBN,Author_old,Author,Price,N_pag,Pub_Date,Num_Reviews,Num_Reviews_ol,Distr_Rat_Cont,Distr_Rat_Design,Overall_Rating,Overall_Rating_ol,Yes_link,Tot_Reviews,Prezzo_Naver,Pub_Date_Naver,Overall_Rat_Naver,Num_Reviews_Naver,Naver_Link,Reviews_Sum,Shelves_Category_old,Shelves_Category,Shelves_Media_old,Shelves_Media,Shelves_Tags_old,Shelves_Tags
397,Romance,너는 달밤에 빛나고,Re-marriage Empress 1 (General edition),9791127844745,사노 테츠야,Tetsuya Sano,"10,800원",308,2018,42,124,"['57%', '33%', '7%', '2%', '0%']","['74%', '21%', '5%', '0%', '0%']",9.2,9.4,http://www.yes24.com/Product/Goods/59520991,166,10.8,2018.03.30,7.5,27,http://book.naver.com/bookdb/book_detail.naver?bid=13465061,193,['  국내도서 > 소설/시/희곡 > 장르소설 > 로맨스'],['Domestic Books> Novels / City / Care> Genre Novels> Romance'],error,Error,error,Error
398,Romance,재혼황후 2 (일반판),The sleeves are red. 1,9791164790524,알파타르트,Alpha tart,"12,600원",500,2019,59,97,"['83%', '15%', '2%', '0%', '0%']","['78%', '19%', '3%', '0%', '0%']",9.5,9.4,http://www.yes24.com/Product/Goods/84801877,156,12.6,2019.12.30,9.67,24,http://book.naver.com/bookdb/book_detail.naver?bid=15912079,180,"['  국내도서 > 소설/시/희곡 > 장르소설 > 로맨스', '  국내도서 > 소설/시/희곡 > 테마소설 > 웹소설']","['Domestic Books> Novels / City / Care> Genre Novels> Romance', 'Domestic Books> Novels / City / Care> Theme Fiction> Web Novels'",error,Error,"그 분류
#웹소설","That classification
# Web novel"
399,Romance,옷소매 붉은 끝동 2,You shine on the moonlit night,9791104911521,강미강,Kang Mi Kang,"9,900원",448,2017,8,32,"['62%', '25%', '12%', '0%', '0%']","['62%', '25%', '12%', '0%', '0%']",9.0,9.6,http://www.yes24.com/Product/Goods/38002046,40,9.9,2017.04.06,0.0,0,http://book.naver.com/bookdb/book_detail.naver?bid=11824615,40,"['  국내도서 > 소설/시/희곡 > 장르소설 > 로맨스', '  국내도서 > 소설/시/희곡 > 테마소설 > 영화와 드라마 원작']",['Domestic Books> Novels / City / Care> Genre Novels> Romance',error,Error,"그 분류
#드라마원작 #영화드라마원작","That classification
# Drama Won # Movie Drama Prize"
400,Romance,"나는 내일, 어제의 너와 만난다",Re-marriage Empress 2 (General edition),9791131939901,error,error,"8,910원",272,2016,35,297,"['54%', '31%', '11%', '0%', '3%']","['49%', '34%', '6%', '9%', '3%']",8.5,9.8,http://www.yes24.com/Product/Goods/24462351,332,8.9,2016.06.10,7.0,35,http://book.naver.com/bookdb/book_detail.naver?bid=10245723,367,"['  국내도서 > 소설/시/희곡 > 장르소설 > 로맨스', '  국내도서 > 소설/시/희곡 > 일본소설 > 일본 장편소설']","['Domestic Books> Novels / City / Care> Genre Novels> Romance,' Domestic Books> Novels / City / Care> Japanese Novels> Japanese Fulling Novels'",error,Error,"그 분류
#영화드라마원작","That classification
# Movie Drama Prize"
401,Romance,상견니,The sleeves are red. 2,9791189604110,error,error,"14,220원",432,2020,74,69,"['86%', '8%', '3%', '1%', '1%']","['57%', '22%', '12%', '1%', '8%']",9.0,9.2,http://www.yes24.com/Product/Goods/90986655,143,14.22,2020.07.03,7.0,19,http://book.naver.com/bookdb/book_detail.naver?bid=16397111,162,"['  국내도서 > 소설/시/희곡 > 장르소설 > 로맨스', '  국내도서 > 소설/시/희곡 > 테마소설 > 영화와 드라마 원작']",['Domestic Books> Novels / City / Care> Genre Novels> Romance',error,Error,"그 분류
#대만청춘로맨스 #최애드라마소장 #청춘들에게 #로맨스릴러 #상견니과몰입덕후들 #회귀/타임슬립 #영화드라마원작","That classification
# Creative Romance Romance # Meeting # Romanter # Romantorer # Reggestion and Mall # Running and Mall"
402,Romance,시간의 계단 1,I'm going to meet you tomorrow and yesterday,9791130620862,주영하,Joo Youngha,"12,420원",252,2019,10,18,"['70%', '20%', '10%', '0%', '0%']","['70%', '20%', '10%', '0%', '0%']",9.2,9.4,http://www.yes24.com/Product/Goods/69734145,28,12.42,2019.02.20,0.0,8,http://book.naver.com/bookdb/book_detail.naver?bid=14564689,36,['  국내도서 > 소설/시/희곡 > 장르소설 > 로맨스'],['Domestic Books> Novels / City / Care> Genre Novels> Romance'],error,Error,error,Error
403,Romance,시간의 계단 2,My parents' teeth,9791130620879,주영하,Joo Youngha,"12,420원",280,2019,9,17,"['56%', '33%', '11%', '0%', '0%']","['56%', '33%', '11%', '0%', '0%']",8.8,9.2,http://www.yes24.com/Product/Goods/69734156,26,12.42,2019.02.20,0.0,3,http://book.naver.com/bookdb/book_detail.naver?bid=14564692,29,['  국내도서 > 소설/시/희곡 > 장르소설 > 로맨스'],['Domestic Books> Novels / City / Care> Genre Novels> Romance'],error,Error,error,Error
404,Romance,"거짓말이 보이는 나는, 솔직한 너에게 사랑을 했다",Stairway of Time 1,9788959528158,사쿠라이 미나,Mina Sakurai,"11,520원",296,2019,17,15,"['65%', '24%', '12%', '0%', '0%']","['59%', '29%', '12%', '0%', '0%']",9.0,9.2,http://www.yes24.com/Product/Goods/78217545,32,11.52,2019.08.27,0.0,10,http://book.naver.com/bookdb/book_detail.naver?bid=15370141,42,"['  국내도서 > 소설/시/희곡 > 장르소설 > 로맨스', '  국내도서 > 소설/시/희곡 > 테마소설 > 라이트 노벨', '  국내도서 > 소설/시/희곡 > 일본소설 > 일본 장편소설', '  국내도서 > 만화/라이트노벨 > 라이트노벨 > 로맨스/학원물', '  국내도서 > 만화/라이트노벨 > 라이트노벨']","['Domestic Books> Novels / City / Care> Genre Novels> Romance,' Domestic Books> Novels / City / Care> Theme Novels> Light Nobel ',' Domestic Books> Novels / City / Care ',' Domestic Books> Cartoons / Light Nobel> Light Nobel> Romance / School "", 'Domestic Books> Cartoon / Light Nobel> Light Nobel']",error,Error,error,Error
405,Romance,악역의 엔딩은 죽음뿐 1,Stairway of Time 2,9791126452217,권겨을,Gwon Gyeoeul,"11,700원",468,2020,6,15,"['50%', '50%', '0%', '0%', '0%']","['67%', '17%', '17%', '0%', '0%']",9.0,9.6,http://www.yes24.com/Product/Goods/92357436,21,11.7,2020.09.18,0.0,2,http://book.naver.com/bookdb/book_detail.naver?bid=16658385,23,['  국내도서 > 소설/시/희곡 > 장르소설 > 로맨스'],['Domestic Books> Novels / City / Care> Genre Novels> Romance'],error,Error,error,Error
406,Romance,악역의 엔딩은 죽음뿐 2,I can tell a lie. I loved you honestly,9791126452224,권겨을,Gwon Gyeoeul,"11,700원",500,2020,5,18,"['60%', '40%', '0%', '0%', '0%']","['60%', '20%', '20%', '0%', '0%']",9.0,9.6,http://www.yes24.com/Product/Goods/92357449,23,11.7,2020.09.18,0.0,0,http://book.naver.com/bookdb/book_detail.naver?bid=16658387,23,['  국내도서 > 소설/시/희곡 > 장르소설 > 로맨스'],['Domestic Books> Novels / City / Care> Genre Novels> Romance'],error,Error,error,Error
407,Romance,일주일 만에 사랑할 순 없다,The villain's ending is death. 1,9791190594035,김동식,Kim Dongsik,"11,700원",392,2020,15,13,"['73%', '13%', '13%', '0%', '0%']","['67%', '20%', '13%', '0%', '0%']",9.1,9.0,http://www.yes24.com/Product/Goods/89514299,28,11.7,2020.04.20,10.0,20,http://book.naver.com/bookdb/book_detail.naver?bid=16293677,48,"['  국내도서 > 소설/시/희곡 > 장르소설 > 로맨스', '  국내도서 > 소설/시/희곡 > 한국소설 > 한국 단편소설']","['Domestic Books> Novels / City / Care> Genre Novels> Romance', 'Domestic Books> Novels / City / Care> Korea Novels> Korean Short Fiction","상내역 및 미디어 추천 분류
  국내도서 > 미디어 추천 > 경향신문","Sauce and media recommendation classification
  Domestic Books> Media Recommendation> Trends Newspaper",error,Error
412,Romance,악역의 엔딩은 죽음뿐 5 외전,The villain's ending is death 2,9791126452255,권겨을,Gwon Gyeoeul,"11,700원",416,2020,4,15,"['50%', '50%', '0%', '0%', '0%']","['50%', '50%', '0%', '0%', '0%']",9.0,9.4,http://www.yes24.com/Product/Goods/92357545,19,11.7,2020.09.18,0.0,1,http://book.naver.com/bookdb/book_detail.naver?bid=16658391,20,['  국내도서 > 소설/시/희곡 > 장르소설 > 로맨스'],['Domestic Books> Novels / City / Care> Genre Novels> Romance'],error,Error,error,Error
413,Romance,어느 날 공주가 되어버렸다 3,You can't love someone in a week,9791129307132,플루토스,Plutus,"10,800원",488,2017,9,31,"['44%', '22%', '22%', '11%', '0%']","['44%', '11%', '33%', '11%', '0%']",7.9,8.8,http://www.yes24.com/Product/Goods/57469983,40,10.8,2018.03.28,0.0,1,http://book.naver.com/bookdb/book_detail.naver?bid=12846608,41,['  국내도서 > 소설/시/희곡 > 장르소설 > 로맨스'],['Domestic Books> Novels / City / Care> Genre Novels> Romance'],error,Error,error,Error
414,Romance,어느 날 공주가 되어버렸다 1,The villain's ending is death. 5 extra rounds,9791129307118,플루토스,Plutus,"10,800원",488,2017,8,40,"['25%', '38%', '25%', '12%', '0%']","['25%', '25%', '38%', '12%', '0%']",7.4,9.0,http://www.yes24.com/Product/Goods/57469958,48,10.8,2017.12.27,0.0,1,http://book.naver.com/bookdb/book_detail.naver?bid=12846606,49,['  국내도서 > 소설/시/희곡 > 장르소설 > 로맨스'],['Domestic Books> Novels / City / Care> Genre Novels> Romance'],error,Error,error,Error
415,Romance,어느 날 공주가 되어버렸다 2,"One day, I became a princess. 3",9791129307125,플루토스,Plutus,"10,800원",488,2017,8,29,"['38%', '25%', '38%', '0%', '0%']","['38%', '12%', '38%', '12%', '0%']",7.8,9.0,http://www.yes24.com/Product/Goods/57469969,37,10.8,2017.12.27,0.0,0,http://book.naver.com/bookdb/book_detail.naver?bid=12846607,37,['  국내도서 > 소설/시/희곡 > 장르소설 > 로맨스'],['Domestic Books> Novels / City / Care> Genre Novels> Romance'],error,Error,error,Error
416,Romance,여주인공의 오빠를 지키는 방법 1,"One day, I became a princess. 1",9791165094133,킨,Keen,"11,700원",472,2020,6,13,"['50%', '50%', '0%', '0%', '0%']","['50%', '50%', '0%', '0%', '0%']",9.0,9.2,http://www.yes24.com/Product/Goods/91766706,19,11.7,2020.09.09,0.0,4,http://book.naver.com/bookdb/book_detail.naver?bid=16563891,23,['  국내도서 > 소설/시/희곡 > 장르소설 > 로맨스'],['Domestic Books> Novels / City / Care> Genre Novels> Romance'],error,Error,error,Error
418,Romance,희란국 연가,"One day, I became a princess. 2",9791131594100,김수지,Kim Suji,"12,600원",576,2019,118,240,"['68%', '26%', '6%', '0%', '0%']","['65%', '26%', '7%', '2%', '0%']",9.2,9.4,http://www.yes24.com/Product/Goods/68851756,358,12.6,2020.09.21,8.5,9,http://book.naver.com/bookdb/book_detail.naver?bid=14465263,367,['  국내도서 > 소설/시/희곡 > 장르소설 > 로맨스'],['Domestic Books> Novels / City / Care> Genre Novels> Romance'],error,Error,"그 분류
#인기로맨스판타지","That classification
# Popular Romanton Fantasy"
419,Romance,너와 만날 수 있었던 4%의 기적,How to protect the female protagonist's oppa,9788959527939,히로세 미이,Hirose mei,"11,520원",320,2019,13,4,"['46%', '38%', '15%', '0%', '0%']","['54%', '38%', '8%', '0%', '0%']",8.8,9.0,http://www.yes24.com/Product/Goods/73440996,17,11.52,2019.05.22,7.0,9,http://book.naver.com/bookdb/book_detail.naver?bid=14959860,26,"['  국내도서 > 소설/시/희곡 > 장르소설 > 로맨스', '  국내도서 > 소설/시/희곡 > 일본소설 > 일본 장편소설']","['Domestic Books> Novels / City / Care> Genre Novels> Romance,' Domestic Books> Novels / City / Care> Japanese Novels> Japanese Fulling Novels'",error,Error,error,Error
421,Romance,악당의 아빠를 꼬셔라 2,Love in Heeran countries,9791165090227,달슬,Dal Seul,"11,700원",472,2020,9,21,"['44%', '44%', '11%', '0%', '0%']","['44%', '44%', '11%', '0%', '0%']",8.6,9.6,http://www.yes24.com/Product/Goods/86588028,30,11.7,2020.02.20,0.0,0,http://book.naver.com/bookdb/book_detail.naver?bid=16215253,30,['  국내도서 > 소설/시/희곡 > 장르소설 > 로맨스'],['Domestic Books> Novels / City / Care> Genre Novels> Romance'],error,Error,error,Error
422,Romance,너의 췌장을 먹고 싶어 (노블판),The 4% miracle that I was able to meet you,9791157108718,스미노 요루,Yoru Sumino,"12,420원",328,2017,82,512,"['74%', '22%', '2%', '1%', '0%']","['70%', '24%', '5%', '1%', '0%']",9.3,9.6,http://www.yes24.com/Product/Goods/37922518,594,12.42,2017.04.01,8.16,265,http://book.naver.com/bookdb/book_detail.naver?bid=11823571,859,"['  국내도서 > 소설/시/희곡 > 장르소설 > 로맨스', '  국내도서 > 소설/시/희곡 > 일본소설 > 일본 장편소설']","['Domestic Books> Novels / City / Care> Genre Novels> Romance,' Domestic Books> Novels / City / Care> Japanese Novels> Japanese Fulling Novels'","상내역 및 미디어 추천 분류
  국내도서 > YES24 올해의 책 > 2017년 올해의 책 후보도서
  국내도서 > YES24 올해의 책 > 2017년 올해의 책 선정도서","Sauce and media recommendation classification
  Domestic Books> YES24 Books of this year> Book candidate of the year 2017
  Domestic Books> YES24 Books of the Year> The book of the year in 2017",error,Error
424,Romance,악당의 아빠를 꼬셔라 3,Seduce the villain's dad 2,9791165090234,달슬,Dal Seul,"11,700원",512,2020,9,20,"['22%', '56%', '22%', '0%', '0%']","['22%', '56%', '22%', '0%', '0%']",8.0,9.4,http://www.yes24.com/Product/Goods/86588171,29,11.7,2020.02.20,0.0,1,http://book.naver.com/bookdb/book_detail.naver?bid=16215224,30,['  국내도서 > 소설/시/희곡 > 장르소설 > 로맨스'],['Domestic Books> Novels / City / Care> Genre Novels> Romance'],error,Error,error,Error
425,Romance,스틸 미 Still Me,I want to eat your pancreas (noblepan),9788952240194,조조 모예스,Jojo Moyes,"14,400원",572,2019,30,24,"['60%', '33%', '7%', '0%', '0%']","['60%', '33%', '7%', '0%', '0%']",9.0,8.8,http://www.yes24.com/Product/Goods/69052938,54,14.4,2019.01.18,8.33,39,http://book.naver.com/bookdb/book_detail.naver?bid=14466437,93,"['  국내도서 > 소설/시/희곡 > 장르소설 > 로맨스', '  국내도서 > 소설/시/희곡 > 영미소설 > 영미 장편소설']","['Domestic Books> Novels / City / Care> Genre Novels> Romance,' Domestic Books> Novels / City / Care>","상내역 및 미디어 추천 분류
  국내도서 > 미디어 추천 > 조선일보
  국내도서 > 미디어 추천 > 한겨레","Sauce and media recommendation classification
  Domestic Books> Media Recommendation> Chosun Ilbo
  Domestic Books> Media Recommendation> Hankyoreh",error,Error
426,Romance,이데아,Seduce the villain's dad 3,9791165654948,이유월,Lee Yoo Wol,"10,800원",416,2020,32,70,"['62%', '34%', '3%', '0%', '0%']","['56%', '41%', '3%', '0%', '0%']",9.1,9.4,http://www.yes24.com/Product/Goods/93232376,102,10.8,2020.10.05,0.0,2,http://book.naver.com/bookdb/book_detail.naver?bid=16745494,104,"['  국내도서 > 소설/시/희곡 > 장르소설 > 로맨스', '  국내도서 > 소설/시/희곡 > 한국소설 > 한국 장편소설']",['Domestic Books> Novels / City / Care> Genre Novels> Romance',error,Error,error,Error
427,Romance,나는 너에게 10년 치의 『 』을 전하고 싶어,"Still me, still me",9788959528264,아마노 아타루,Ataru Amano,"11,520원",320,2019,10,4,"['70%', '30%', '0%', '0%', '0%']","['50%', '50%', '0%', '0%', '0%']",9.2,10.0,http://www.yes24.com/Product/Goods/80475203,14,11.5,2019.10.24,9.0,6,http://book.naver.com/bookdb/book_detail.naver?bid=15620939,20,"['  국내도서 > 소설/시/희곡 > 장르소설 > 로맨스', '  국내도서 > 소설/시/희곡 > 일본소설 > 일본 장편소설']","['Domestic Books> Novels / City / Care> Genre Novels> Romance,' Domestic Books> Novels / City / Care> Japanese Novels> Japanese Fulling Novels'",error,Error,error,Error
428,Romance,내가 죽기 일주일 전,IDEA,9791158883737,서은채,Seo Eunchae,"10,800원",272,2018,18,10,"['50%', '39%', '11%', '0%', '0%']","['56%', '39%', '6%', '0%', '0%']",8.9,9.2,http://www.yes24.com/Product/Goods/59290417,28,10.8,2018.03.02,8.75,29,http://book.naver.com/bookdb/book_detail.naver?bid=13424898,57,['  국내도서 > 소설/시/희곡 > 장르소설 > 로맨스'],['Domestic Books> Novels / City / Care> Genre Novels> Romance'],error,Error,error,Error
429,Romance,규장각 각신들의 나날 2,"I want to deliver 10 years' worth of ""을"" to you",9788963710037,정은궐,Jeong Eun-Gwol,"9,900원",456,2009,49,6,"['45%', '45%', '10%', '0%', '0%']","['45%', '43%', '12%', '0%', '0%']",8.6,9.6,http://www.yes24.com/Product/Goods/3451476,55,9.9,2009.07.21,8.5,115,http://book.naver.com/bookdb/book_detail.naver?bid=6042164,170,"['  국내도서 > 소설/시/희곡 > 장르소설 > 역사', '  국내도서 > 소설/시/희곡 > 장르소설 > 로맨스', '  국내도서 > 소설/시/희곡 > 한국소설 > 한국 장편소설']","['Domestic Books> Novels / City / Care> Genre Novels> History', 'Domestic Books> Novels / City / Care> Genre Novels> Romance', 'Domestic Books> Novels / City / Care> ]",error,Error,error,Error
430,Romance,규장각 각신들의 나날 1,A week before I die,9788963710020,정은궐,Jeong Eun-Gwol,"9,900원",456,2009,88,8,"['43%', '48%', '7%', '1%', '1%']","['47%', '39%', '12%', '1%', '1%']",8.6,8.8,http://www.yes24.com/Product/Goods/3451475,96,9.9,2009.07.21,8.49,298,http://book.naver.com/bookdb/book_detail.naver?bid=6042158,394,"['  국내도서 > 소설/시/희곡 > 장르소설 > 역사', '  국내도서 > 소설/시/희곡 > 장르소설 > 로맨스', '  국내도서 > 소설/시/희곡 > 한국소설 > 한국 장편소설']","['Domestic Books> Novels / City / Care> Genre Novels> History', 'Domestic Books> Novels / City / Care> Genre Novels> Romance', 'Domestic Books> Novels / City / Care> ]",error,Error,"그 분류
#집콕엔장편","That classification
# Cotton Envy"
431,Romance,내일의 으뜸,Day 2 of each member,9791165653330,김빵,Kim Bbang,"11,700원",608,2020,45,83,"['53%', '38%', '9%', '0%', '0%']","['56%', '29%', '16%', '0%', '0%']",8.8,9.2,http://www.yes24.com/Product/Goods/91105902,128,11.7,2020.07.17,0.0,7,http://book.naver.com/bookdb/book_detail.naver?bid=16407565,135,['  국내도서 > 소설/시/희곡 > 장르소설 > 로맨스'],['Domestic Books> Novels / City / Care> Genre Novels> Romance'],error,Error,error,Error
435,Romance,그것은 벚꽃 같은 사랑이었다,Day by day 1 for each member of Gyujang,9788959527748,히로세 미이,Mihi Hirose,"11,520원",296,2019,12,5,"['42%', '42%', '17%', '0%', '0%']","['67%', '33%', '0%', '0%', '0%']",9.0,10.0,http://www.yes24.com/Product/Goods/71033985,17,11.5,2019.03.25,3.0,10,http://book.naver.com/bookdb/book_detail.naver?bid=14645224,27,"['  국내도서 > 소설/시/희곡 > 장르소설 > 로맨스', '  국내도서 > 소설/시/희곡 > 일본소설 > 일본 장편소설']","['Domestic Books> Novels / City / Care> Genre Novels> Romance,' Domestic Books> Novels / City / Care> Japanese Novels> Japanese Fulling Novels'",error,Error,error,Error
437,Romance,잠중록 1,The best of tomorrow,9788950979492,처처칭한,Chinghan Chocho,"14,400원",504,2019,144,44,"['74%', '23%', '3%', '0%', '0%']","['76%', '20%', '4%', '0%', '0%']",9.4,9.6,http://www.yes24.com/Product/Goods/71837591,188,14.4,2019.04.10,8.88,120,http://book.naver.com/bookdb/book_detail.naver?bid=14723413,308,"['  국내도서 > 소설/시/희곡 > 장르소설 > 로맨스', '  국내도서 > 소설/시/희곡 > 중국소설']","['Domestic Books> Novels / City / Care> Romans> Romance', 'Domestic Books> Novels / City / Care> China Novels']",error,Error,"그 분류
#봄날엔로맨스 #중국드라마원작 #궁정로맨스 #감성미스터리","That classification
# Springtime Enromans # Chinese Drama Won # Palace Romance # Emotional Mystery"
438,Romance,악녀는 모래시계를 되돌린다 1,It was love like cherry blossoms,9791162680186,error,error,"11,700원",460,2018,3,13,"['33%', '0%', '33%', '33%', '0%']","['33%', '33%', '0%', '33%', '0%']",7.0,8.4,http://www.yes24.com/Product/Goods/58253586,16,11.7,2018.01.30,9.0,5,http://book.naver.com/bookdb/book_detail.naver?bid=13270199,21,['  국내도서 > 소설/시/희곡 > 장르소설 > 로맨스'],['Domestic Books> Novels / City / Care> Genre Novels> Romance'],error,Error,error,Error
440,Romance,인소의 법칙 1,Sleep record 1,9788926718209,유한려,Yu Han Ryeo,"8,550원",412,2015,26,47,"['92%', '4%', '0%', '4%', '0%']","['92%', '4%', '0%', '4%', '0%']",9.6,10.0,http://www.yes24.com/Product/Goods/16405407,73,8.55,2015.02.13,9.84,24,http://book.naver.com/bookdb/book_detail.naver?bid=8737593,97,['  국내도서 > 소설/시/희곡 > 장르소설 > 로맨스'],['Domestic Books> Novels / City / Care> Genre Novels> Romance'],error,Error,error,Error
442,Romance,이 세계에서 너와 두 번째 첫사랑을,The wicked woman returns the hourglass 1,9791155642016,모치즈키 쿠라게,Mochizuki Kurage,"11,520원",324,2020,14,3,"['64%', '29%', '7%', '0%', '0%']","['71%', '29%', '0%', '0%', '0%']",9.3,10.0,http://www.yes24.com/Product/Goods/89940576,17,11.5,2020.04.20,10.0,16,http://book.naver.com/bookdb/book_detail.naver?bid=16327339,33,"['  국내도서 > 소설/시/희곡 > 장르소설 > 로맨스', '  국내도서 > 소설/시/희곡 > 일본소설 > 일본 장편소설', '  국내도서 > 청소년 > 청소년 문학']","['Domestic Books> Novels / City / Care> Genre Novels> Romance', 'Domestic Books> Novels / City / Care> Japanese Novels> Japanese Fulling Novels,",error,Error,"그 분류
#봄날엔로맨스","That classification
# Springtime Enromans"
445,Romance,인소의 법칙 5,Law of Humanity 1,9791170334477,유한려,Yu Han Ryeo,"8,550원",380,2016,4,17,"['50%', '50%', '0%', '0%', '0%']","['50%', '25%', '25%', '0%', '0%']",8.8,9.8,http://www.yes24.com/Product/Goods/30569658,21,8.55,2016.08.12,0.0,3,http://book.naver.com/bookdb/book_detail.naver?bid=10947933,24,['  국내도서 > 소설/시/희곡 > 장르소설 > 로맨스'],['Domestic Books> Novels / City / Care> Genre Novels> Romance'],error,Error,error,Error
447,Romance,오작교는 싫습니다 1,"In this world, my second first love with you",9791164280490,살오른곱등이,The right side of my body,"10,800원",352,2019,8,12,"['62%', '12%', '0%', '0%', '25%']","['62%', '12%', '12%', '0%', '12%']",8.0,8.4,http://www.yes24.com/Product/Goods/75445537,20,10.8,2019.07.08,0.0,0,http://book.naver.com/bookdb/book_detail.naver?bid=15073558,20,['  국내도서 > 소설/시/희곡 > 장르소설 > 로맨스'],['Domestic Books> Novels / City / Care> Genre Novels> Romance'],error,Error,error,Error
449,Romance,인소의 법칙 2,Law of Humanity 5,9788926718216,유한려,Yu Han Ryeo,"8,550원",408,2015,16,32,"['94%', '6%', '0%', '0%', '0%']","['94%', '6%', '0%', '0%', '0%']",9.8,10.0,http://www.yes24.com/Product/Goods/16405424,48,8.55,2015.02.13,10.0,11,http://book.naver.com/bookdb/book_detail.naver?bid=8737594,59,['  국내도서 > 소설/시/희곡 > 장르소설 > 로맨스'],['Domestic Books> Novels / City / Care> Genre Novels> Romance'],error,Error,error,Error
451,Romance,잠중록 2,I don't like Ojakgyo Bridge. 1,9788950979508,처처칭한,Chinghan Chocho,"14,400원",560,2019,34,34,"['76%', '24%', '0%', '0%', '0%']","['74%', '24%', '3%', '0%', '0%']",9.5,9.4,http://www.yes24.com/Product/Goods/71837609,68,14.4,2019.04.10,9.67,22,http://book.naver.com/bookdb/book_detail.naver?bid=14723415,90,"['  국내도서 > 소설/시/희곡 > 장르소설 > 로맨스', '  국내도서 > 소설/시/희곡 > 중국소설']","['Domestic Books> Novels / City / Care> Romans> Romance', 'Domestic Books> Novels / City / Care> China Novels']",error,Error,"그 분류
#중국드라마원작","That classification
# Chinese drama original"
452,Romance,낙원의 이론 1,Law of Humanity 2,9788963716664,정선우,JEONG SUNWOO,"11,700원",464,2019,40,65,"['88%', '8%', '5%', '0%', '0%']","['85%', '8%', '5%', '2%', '0%']",9.6,9.4,http://www.yes24.com/Product/Goods/75186979,105,11.7,2019.07.09,9.0,3,http://book.naver.com/bookdb/book_detail.naver?bid=15064603,108,['  국내도서 > 소설/시/희곡 > 장르소설 > 로맨스'],['Domestic Books> Novels / City / Care> Genre Novels> Romance'],error,Error,"그 분류
#MD의구매리스트","That classification
#MD Mission Mist"
453,Romance,인소의 법칙 4,Sleep record 2,9791158560935,유한려,Yu Han Ryeo,"8,550원",416,2015,12,43,"['67%', '17%', '8%', '8%', '0%']","['75%', '17%', '8%', '0%', '0%']",9.1,10.0,http://www.yes24.com/Product/Goods/19883685,55,8.55,2015.08.25,8.5,5,http://book.naver.com/bookdb/book_detail.naver?bid=9429917,60,['  국내도서 > 소설/시/희곡 > 장르소설 > 로맨스'],['Domestic Books> Novels / City / Care> Genre Novels> Romance'],error,Error,error,Error
454,Romance,인소의 법칙 6,Theory of Paradise 1,9791161403656,유한려,Yu Han Ryeo,"8,550원",528,2017,5,27,"['20%', '60%', '20%', '0%', '0%']","['0%', '60%', '40%', '0%', '0%']",7.6,9.2,http://www.yes24.com/Product/Goods/39361450,32,8.55,2017.04.28,0.0,0,http://book.naver.com/bookdb/book_detail.naver?bid=12010644,32,['  국내도서 > 소설/시/희곡 > 장르소설 > 로맨스'],['Domestic Books> Novels / City / Care> Genre Novels> Romance'],error,Error,error,Error
455,Romance,해를 품은 달 1,Law of Humanity 4,9788963710341,정은궐,Jeong Eun-Gwol,"11,700원",464,2011,66,2,"['58%', '29%', '9%', '2%', '3%']","['52%', '32%', '11%', '5%', '2%']",8.7,10.0,http://www.yes24.com/Product/Goods/5750451,68,11.7,2011.10.18,8.48,315,http://book.naver.com/bookdb/book_detail.naver?bid=6743777,383,"['  국내도서 > 소설/시/희곡 > 장르소설 > 역사', '  국내도서 > 소설/시/희곡 > 장르소설 > 로맨스', '  국내도서 > 소설/시/희곡 > 한국소설 > 한국 장편소설']","['Domestic Books> Novels / City / Care> Genre Novels> History', 'Domestic Books> Novels / City / Care> Genre Novels> Romance', 'Domestic Books> Novels / City / Care> ]",error,Error,"그 분류
#영화드라마원작","That classification
# Movie Drama Prize"
456,Romance,해를 품은 달 2,Law of Humanity 6,9788963710358,정은궐,Jeong Eun-Gwol,"11,700원",480,2011,27,2,"['56%', '26%', '19%', '0%', '0%']","['56%', '33%', '11%', '0%', '0%']",8.8,9.0,http://www.yes24.com/Product/Goods/5750452,29,11.7,2011.10.18,8.55,160,http://book.naver.com/bookdb/book_detail.naver?bid=6743779,189,"['  국내도서 > 소설/시/희곡 > 장르소설 > 역사', '  국내도서 > 소설/시/희곡 > 장르소설 > 로맨스', '  국내도서 > 소설/시/희곡 > 한국소설 > 한국 장편소설']","['Domestic Books> Novels / City / Care> Genre Novels> History', 'Domestic Books> Novels / City / Care> Genre Novels> Romance', 'Domestic Books> Novels / City / Care> ]",error,Error,error,Error
457,Romance,센 강변의 작은 책방,Moon Embracing the Sun 1,9791187100478,레베카 레이즌,Rebecca Raisin,"11,700원",432,2017,15,33,"['33%', '40%', '27%', '0%', '0%']","['40%', '40%', '20%', '0%', '0%']",8.3,9.6,http://www.yes24.com/Product/Goods/57613607,48,11.7,2017.12.20,8.0,50,http://book.naver.com/bookdb/book_detail.naver?bid=12878997,98,"['  국내도서 > 소설/시/희곡 > 장르소설 > 로맨스', '  국내도서 > 소설/시/희곡 > 영미소설 > 영미 장편소설']","['Domestic Books> Novels / City / Care> Genre Novels> Romance,' Domestic Books> Novels / City / Care>",error,Error,error,Error
