,level_0,index,Title,ISBN,Author,Auth_Sugg,Book_type,Yes24_link,Link_Naver,Price_Yes,Shelves_Yes,Num_Rev_Yes,Dist_Rat_Cont_Yes,Dist_Rat_Design_Yes,Overall_Rat_Yes,Num_Pages_Yes,Pub_Date_Yes,Num_Rev_ol_Yes,Overall_Rat_ol_Yes,Prezzo_Naver,Pub_Date_Naver,Overall_Rat_Naver,Num_Reviews_Naver
267,827,1187,소년탐정 칼레 1,9788984140462,아스트리드 린드그렌,Astrid Lindgren,도서,http://www.yes24.com/Product/Goods/270073,http://book.naver.com/bookdb/book_detail.naver?bid=179671,"7,650원",['카테고리 분류\n  국내도서 > 어린이 > 5-6학년 > 5-6학년 그림/동화책 > 5-6학년 창작동화\n  국내도서 > 어린이 > 5-6학년 > 5-6학년 그림/동화책 > 5-6학년 추리/탐정/공포\n  국내도서 > 어린이 > 어린이 문학 > 그림/동화책 > 창작동화\n  국내도서 > 어린이 > 어린이 문학 > 그림/동화책 > 추리/탐정/공포'],3,"['33%', '67%', '0%', '0%', '0%']","['33%', '33%', '33%', '0%', '0%']",8.3,223,2002,1,8.0,7.650,2002.04.15,9.71,13
268,835,1195,소년탐정 칼레 2,9788984140479,아스트리드 린드그렌,Astrid Lindgren,도서,http://www.yes24.com/Product/Goods/270074,http://book.naver.com/bookdb/book_detail.naver?bid=179672,"7,650원",['카테고리 분류\n  국내도서 > 어린이 > 5-6학년 > 5-6학년 그림/동화책 > 5-6학년 창작동화\n  국내도서 > 어린이 > 5-6학년 > 5-6학년 그림/동화책 > 5-6학년 추리/탐정/공포\n  국내도서 > 어린이 > 어린이 문학 > 그림/동화책 > 창작동화\n  국내도서 > 어린이 > 어린이 문학 > 그림/동화책 > 추리/탐정/공포'],error,[],[],error,250,2002,1,8.0,7.650,2002.04.15,8.0,1
269,834,1194,소년탐정 칼레 3,9788984140486,아스트리드 린드그렌,Astrid Lindgren,도서,http://www.yes24.com/Product/Goods/270075,http://book.naver.com/bookdb/book_detail.naver?bid=179673,"7,650원",['카테고리 분류\n  국내도서 > 어린이 > 5-6학년 > 5-6학년 그림/동화책 > 5-6학년 창작동화\n  국내도서 > 어린이 > 5-6학년 > 5-6학년 그림/동화책 > 5-6학년 추리/탐정/공포\n  국내도서 > 어린이 > 어린이 문학 > 그림/동화책 > 창작동화\n  국내도서 > 어린이 > 어린이 문학 > 그림/동화책 > 추리/탐정/공포'],1,"['100%', '0%', '0%', '0%', '0%']","['0%', '100%', '0%', '0%', '0%']",9.0,255,2002,1,8.0,7.650,2002.04.15,10.0,1
270,840,1200,아름다운 나의 사람들,9788952753014,아스트리드 린드그렌,Astrid Lindgren,도서,http://www.yes24.com/Product/Goods/3110638,http://book.naver.com/bookdb/book_detail.naver?bid=5013275,"9,000원",['카테고리 분류\n  국내도서 > 소설/시/희곡 > 북유럽소설'],8,"['50%', '38%', '12%', '0%', '0%']","['38%', '50%', '12%', '0%', '0%']",8.7,219,2008,0,error,9.000,2008.10.17,7.92,17
271,852,1212,아스트리드 린드그렌 고학년 4권세트,error,아스트리드 린드그렌,Astrid Lindgren,전집,http://www.yes24.com/Product/Goods/35157365,error,"31,500원",['카테고리 분류\n  국내도서 > 전집 > 초등고학년-중등 > 창작동화'],error,[],[],error,1,2017,0,error,error,error,error,error
272,851,1211,아스트리드 린드그렌 저학년 8권세트,error,아스트리드 린드그렌,Astrid Lindgren,전집,http://www.yes24.com/Product/Goods/35157366,error,"67,320원",['카테고리 분류\n  국내도서 > 전집 > 초등 저학년 > 창작동화'],error,[],[],error,2,2017,0,error,error,error,error,error
273,831,1191,어른이 되고 싶지 않은 아이 삐삐,9788952767592,아스트리드 린드그렌,Astrid Lindgren,도서,http://www.yes24.com/Product/Goods/90391192,http://book.naver.com/bookdb/book_detail.naver?bid=16369588,"13,500원",['카테고리 분류\n  국내도서 > 어린이 > 1-2학년 > 1-2학년 그림/동화책 > 1-2학년 창작동화\n  국내도서 > 어린이 > 3-4학년 > 3-4학년 그림/동화책 > 3-4학년 창작동화\n  국내도서 > 어린이 > 어린이 문학 > 그림/동화책 > 창작동화'],8,"['88%', '12%', '0%', '0%', '0%']","['88%', '12%', '0%', '0%', '0%']",9.8,60,2020,0,error,13.500,2020.05.27,10.0,8
274,822,1182,엄지소년 닐스,9788936441852,아스트리드 린드그렌,Astrid Lindgren,도서,http://www.yes24.com/Product/Goods/152762,http://book.naver.com/bookdb/book_detail.naver?bid=172948,"9,720원",['카테고리 분류\n  국내도서 > 어린이 > 3-4학년 > 3-4학년 그림/동화책 > 3-4학년 명작동화/우화\n  국내도서 > 어린이 > 3-4학년 > 3-4학년 그림/동화책 > 3-4학년 창작동화\n  국내도서 > 어린이 > 5-6학년 > 5-6학년 그림/동화책 > 5-6학년 명작동화/우화\n  국내도서 > 어린이 > 5-6학년 > 5-6학년 그림/동화책 > 5-6학년 창작동화\n  국내도서 > 어린이 > 어린이 문학 > 그림/동화책 > 명작동화/우화\n  국내도서 > 어린이 > 어린이 문학 > 그림/동화책 > 창작동화'],1,"['100%', '0%', '0%', '0%', '0%']","['100%', '0%', '0%', '0%', '0%']",10.0,176,2000,2,9.0,9.700,2000.08.31,8.2,6
275,815,1174,에밀은 사고뭉치,9788984141636,아스트리드 린드그렌,Astrid Lindgren,도서,http://www.yes24.com/Product/Goods/9432658,http://book.naver.com/bookdb/book_detail.naver?bid=7289964,"8,100원",['카테고리 분류\n  국내도서 > 어린이 > 1-2학년 > 1-2학년 그림/동화책 > 1-2학년 창작동화\n  국내도서 > 어린이 > 어린이 문학 > 그림/동화책 > 창작동화'],35,"['77%', '17%', '6%', '0%', '0%']","['69%', '23%', '9%', '0%', '0%']",9.3,152,2013,7,9.4,8.100,2013.08.20,9.0,31
276,824,1184,에밀의 325번째 말썽,9788984142473,아스트리드 린드그렌,Astrid Lindgren,도서,http://www.yes24.com/Product/Goods/64604211,http://book.naver.com/bookdb/book_detail.naver?bid=14036463,"8,100원",['카테고리 분류\n  국내도서 > 어린이 > 1-2학년 > 1-2학년 그림/동화책 > 1-2학년 창작동화\n  국내도서 > 어린이 > 3-4학년 > 3-4학년 그림/동화책 > 3-4학년 창작동화\n  국내도서 > 어린이 > 어린이 문학 > 그림/동화책 > 창작동화'],13,"['85%', '15%', '0%', '0%', '0%']","['85%', '15%', '0%', '0%', '0%']",9.6,64,2018,2,7.0,8.100,2018.09.12,9.4,11
277,837,1197,에밀의 크리스마스 파티,9788984142480,아스트리드 린드그렌,Astrid Lindgren,도서,http://www.yes24.com/Product/Goods/33582550,http://book.naver.com/bookdb/book_detail.naver?bid=11356101,"8,100원","['카테고리 분류\n  국내도서 > 어린이 > 1-2학년 > 1-2학년 그림/동화책 > 1-2학년 창작동화\n  국내도서 > 어린이 > 3-4학년 > 3-4학년 그림/동화책 > 3-4학년 창작동화\n  국내도서 > 어린이 > 어린이 문학 > 그림/동화책 > 창작동화', '수상내역 및 미디어 추천 분류\n  국내도서 > 미디어 추천 > 조선일보']",10,"['90%', '10%', '0%', '0%', '0%']","['90%', '10%', '0%', '0%', '0%']",9.8,64,2016,2,9.0,8.100,2016.11.30,0.0,11
278,841,1201,외톨이 보쎄와 미오 왕자,9788980405701,아스트리드 린드그렌,Astrid Lindgren,도서,http://www.yes24.com/Product/Goods/2108053,http://book.naver.com/bookdb/book_detail.naver?bid=2484172,"6,750원",['카테고리 분류\n  국내도서 > 어린이 > 1-2학년 > 1-2학년 그림/동화책 > 1-2학년 창작동화\n  국내도서 > 어린이 > 어린이 문학 > 그림/동화책 > 창작동화'],error,[],[],error,148,2006,0,error,6.750,2006.05.25,0.0,0
279,821,1181,우리들의 해결사 삐삐,9788952765123,아스트리드 린드그렌,Astrid Lindgren,도서,http://www.yes24.com/Product/Goods/90088481,http://book.naver.com/bookdb/book_detail.naver?bid=16342257,"13,500원",['카테고리 분류\n  국내도서 > 어린이 > 1-2학년 > 1-2학년 그림/동화책 > 1-2학년 창작동화\n  국내도서 > 어린이 > 3-4학년 > 3-4학년 그림/동화책 > 3-4학년 창작동화\n  국내도서 > 어린이 > 5-6학년 > 5-6학년 그림/동화책 > 5-6학년 창작동화\n  국내도서 > 어린이 > 어린이 문학 > 그림/동화책 > 창작동화'],22,"['91%', '9%', '0%', '0%', '0%']","['91%', '9%', '0%', '0%', '0%']",9.8,60,2020,0,error,13.500,2020.04.25,10.0,13
280,826,1186,장난을 배우고 싶은 꼬마 이다,9788984142466,아스트리드 린드그렌,Astrid Lindgren,도서,http://www.yes24.com/Product/Goods/32542488,http://book.naver.com/bookdb/book_detail.naver?bid=11141860,"8,100원",['카테고리 분류\n  국내도서 > 어린이 > 1-2학년 > 1-2학년 그림/동화책 > 1-2학년 창작동화\n  국내도서 > 어린이 > 3-4학년 > 3-4학년 그림/동화책 > 3-4학년 창작동화\n  국내도서 > 어린이 > 어린이 문학 > 그림/동화책 > 창작동화'],19,"['100%', '0%', '0%', '0%', '0%']","['95%', '5%', '0%', '0%', '0%']",9.9,64,2016,1,8.0,8.100,2016.09.30,9.89,17
281,857,1218,"저거 봐, 마디타, 눈이 와!",9788994475196,아스트리드 린드그렌,Astrid Lindgren,도서,http://www.yes24.com/Product/Goods/5230254,http://book.naver.com/bookdb/book_detail.naver?bid=6664434,error,"['카테고리 분류\n  국내도서 > 유아 > 4-6세 > 4-6세 다른나라 그림책\n  국내도서 > 유아 > 유아 그림책 > 유아 그림/동화책\n  국내도서 > 유아 > 유아 그림책 > 유아 창작동화', '태그 분류\n#계절그림책']",28,"['68%', '29%', '4%', '0%', '0%']","['54%', '39%', '7%', '0%', '0%']",9.1,36,2011,2,9.0,12.000,2016.04.30,9.5,15
282,842,1202,카알손은 반에서 최고!,9788932016726,아스트리드 린드그렌,Astrid Lindgren,도서,http://www.yes24.com/Product/Goods/1954271,http://book.naver.com/bookdb/book_detail.naver?bid=2101675,"7,650원","['카테고리 분류\n  국내도서 > 어린이 > 5-6학년 > 5-6학년 그림/동화책 > 5-6학년 창작동화\n  국내도서 > 어린이 > 어린이 문학 > 그림/동화책 > 창작동화', '수상내역 및 미디어 추천 분류\n  국내도서 > 유아/어린이 추천도서 > 어린이문학상 수상작 > 안데르센 상']",1,"['0%', '0%', '0%', '100%', '0%']","['0%', '0%', '100%', '0%', '0%']",5.0,284,2006,0,error,7.600,2006.02.20,10.0,1
283,856,1216,카티 이야기 세트,9788952752987,아스트리드 린드그렌,Astrid Lindgren,도서,http://www.yes24.com/Product/Goods/9475704,http://book.naver.com/bookdb/book_detail.naver?bid=5893677,error,['카테고리 분류\n  국내도서 > 어린이 > 5-6학년 > 5-6학년 그림/동화책 > 5-6학년 창작동화\n  국내도서 > 어린이 > 어린이 문학 > 그림/동화책 > 창작동화'],error,[],[],error,1,2008,0,error,30.000,2009.02.23,0.0,1
284,843,1203,톰텐과 여우,9788949111360,아스트리드 린드그렌,Astrid Lindgren,도서,http://www.yes24.com/Product/Goods/1464456,http://book.naver.com/bookdb/book_detail.naver?bid=1516409,"8,550원",['카테고리 분류\n  국내도서 > 유아 > 4-6세 > 4-6세 다른나라 그림책\n  국내도서 > 유아 > 유아 그림책 > 유아 창작동화'],2,"['100%', '0%', '0%', '0%', '0%']","['100%', '0%', '0%', '0%', '0%']",10.0,32,2005,1,8.0,8.550,2005.02.24,8.83,8
285,836,1196,폭력에 반대합니다,9791186602621,아스트리드 린드그렌,Astrid Lindgren,도서,http://www.yes24.com/Product/Goods/101325476,http://book.naver.com/bookdb/book_detail.naver?bid=20420420,"11,700원","['카테고리 분류\n  국내도서 > 사회 정치 > 사회비평/비판 > 교육비평\n  국내도서 > 사회 정치 > 사회학 > 사회학일반', '수상내역 및 미디어 추천 분류\n  국내도서 > 미디어 추천 > 동아일보']",1,"['100%', '0%', '0%', '0%', '0%']","['0%', '100%', '0%', '0%', '0%']",9.0,168,2021,0,error,11.700,2021.05.05,0.0,0
286,855,1215,학교 참 멋지다,9788966350216,아스트리드 린드그렌,Astrid Lindgren,도서,http://www.yes24.com/Product/Goods/11926765,http://book.naver.com/bookdb/book_detail.naver?bid=7413857,error,['카테고리 분류\n  국내도서 > 유아 > 4-6세 > 4-6세 다른나라 그림책\n  국내도서 > 유아 > 유아 그림책 > 유아 창작동화'],15,"['73%', '27%', '0%', '0%', '0%']","['80%', '20%', '0%', '0%', '0%']",9.5,32,2014,0,error,11.000,2014.01.25,9.67,6
287,291,332,기쁜달 선물 세트 3) 누구나 좋아하는 초베스트셀러 선물 세트,error,댄 브라운,Dan Brown,도서,http://www.yes24.com/Product/Goods/1413354,error,error,[],error,[],[],error,error,2004,0,error,error,error,error,error
288,289,328,다 빈치 코드,9788939550193,댄 브라운,Dan Brown,도서,http://www.yes24.com/Product/Goods/1490335,http://book.naver.com/bookdb/book_detail.naver?bid=5967043,error,['카테고리 분류\n  국내도서 > 소설/시/희곡 > 장르소설 > 추리/미스터리\n  국내도서 > 소설/시/희곡 > 장르소설 > 공포/스릴러\n  국내도서 > 소설/시/희곡 > 영미소설 > 영미 장편소설'],40,"['40%', '25%', '20%', '10%', '5%']","['42%', '32%', '22%', '2%', '0%']",8.1,623,2005,0,error,35.000,2005.05.11,9.67,5
289,287,322,다 빈치 코드 + 천사와 악마 일러스트 세트,9788957591789,댄 브라운,Dan Brown,도서,http://www.yes24.com/Product/Goods/2299776,http://book.naver.com/bookdb/book_detail.naver?bid=2613640,error,['카테고리 분류\n  국내도서 > 소설/시/희곡 > 장르소설 > 공포/스릴러\n  국내도서 > 소설/시/희곡 > 영미소설 > 영미 장편소설'],2,"['50%', '50%', '0%', '0%', '0%']","['50%', '0%', '50%', '0%', '0%']",8.5,error,2006,0,error,60.000,2006.12.01,10.0,1
290,294,335,다 빈치 코드 1,9788957590515,댄 브라운,Dan Brown,도서,http://www.yes24.com/Product/Goods/1391187,http://book.naver.com/bookdb/book_detail.naver?bid=153056,error,"['카테고리 분류\n  국내도서 > 소설/시/희곡 > 장르소설 > 추리/미스터리\n  국내도서 > 소설/시/희곡 > 장르소설 > 공포/스릴러\n  국내도서 > 소설/시/희곡 > 영미소설 > 영미 장편소설', '수상내역 및 미디어 추천 분류\n  국내도서 > YES24 올해의 책 > 2004년 올해의 책 선정도서']",148,"['23%', '46%', '22%', '5%', '4%']","['24%', '41%', '31%', '2%', '1%']",7.7,368,2004,1,10.0,7.800,2007.06.11,8.23,874
291,292,333,"다 빈치 코드 1,2권 세트",9788957590508,댄 브라운,Dan Brown,도서,http://www.yes24.com/Product/Goods/1392155,http://book.naver.com/bookdb/book_detail.naver?bid=1221783,error,['카테고리 분류\n  국내도서 > 소설/시/희곡 > 장르소설 > 추리/미스터리\n  국내도서 > 소설/시/희곡 > 영미소설 > 영미 장편소설'],90,"['26%', '41%', '26%', '6%', '2%']","['22%', '50%', '26%', '2%', '0%']",7.7,368,2004,1,10.0,15.600,2004.06.21,8.28,390
292,293,334,다 빈치 코드 2,9788957590522,댄 브라운,Dan Brown,도서,http://www.yes24.com/Product/Goods/1391189,http://book.naver.com/bookdb/book_detail.naver?bid=153058,error,['카테고리 분류\n  국내도서 > 소설/시/희곡 > 장르소설 > 추리/미스터리\n  국내도서 > 소설/시/희곡 > 장르소설 > 공포/스릴러\n  국내도서 > 소설/시/희곡 > 영미소설 > 영미 장편소설'],33,"['24%', '33%', '30%', '12%', '0%']","['27%', '33%', '39%', '0%', '0%']",7.6,368,2004,1,10.0,7.800,2004.07.05,8.49,184
293,265,298,다빈치 코드 1,9788983925008,댄 브라운,Dan Brown,도서,http://www.yes24.com/Product/Goods/11742596,http://book.naver.com/bookdb/book_detail.naver?bid=7395316,"10,800원","['카테고리 분류\n  국내도서 > 소설/시/희곡 > 장르소설 > 추리/미스터리\n  국내도서 > 소설/시/희곡 > 장르소설 > 공포/스릴러\n  국내도서 > 소설/시/희곡 > 영미소설 > 영미 장편소설', '태그 분류\n#탑골공원책벌레 #영화드라마원작 #새벽에읽기좋은책']",8,"['88%', '0%', '0%', '12%', '0%']","['88%', '0%', '12%', '0%', '0%']",9.4,392,2013,24,9.0,10.800,2013.12.11,8.29,66
294,268,301,다빈치 코드 2,9788983925015,댄 브라운,Dan Brown,도서,http://www.yes24.com/Product/Goods/11742599,http://book.naver.com/bookdb/book_detail.naver?bid=7395543,"10,800원","['카테고리 분류\n  국내도서 > 소설/시/희곡 > 장르소설 > 추리/미스터리\n  국내도서 > 소설/시/희곡 > 장르소설 > 공포/스릴러\n  국내도서 > 소설/시/희곡 > 영미소설 > 영미 장편소설', '태그 분류\n#탑골공원책벌레 #영화드라마원작']",2,"['50%', '50%', '0%', '0%', '0%']","['50%', '50%', '0%', '0%', '0%']",9.0,392,2013,17,9.2,10.800,2013.12.11,9.67,17
295,283,316,디셉션 포인트 1,9788983923684,댄 브라운,Dan Brown,도서,http://www.yes24.com/Product/Goods/4218834,http://book.naver.com/bookdb/book_detail.naver?bid=6368467,"8,820원",['카테고리 분류\n  국내도서 > 소설/시/희곡 > 장르소설 > 추리/미스터리\n  국내도서 > 소설/시/희곡 > 장르소설 > 공포/스릴러\n  국내도서 > 소설/시/희곡 > 영미소설 > 영미 장편소설'],6,"['50%', '50%', '0%', '0%', '0%']","['50%', '50%', '0%', '0%', '0%']",9.0,359,2010,5,9.6,8.820,2010.09.17,8.14,16
296,282,315,디셉션 포인트 2,9788983923691,댄 브라운,Dan Brown,도서,http://www.yes24.com/Product/Goods/4218836,http://book.naver.com/bookdb/book_detail.naver?bid=6368468,"8,820원",['카테고리 분류\n  국내도서 > 소설/시/희곡 > 장르소설 > 추리/미스터리\n  국내도서 > 소설/시/희곡 > 장르소설 > 공포/스릴러\n  국내도서 > 소설/시/희곡 > 영미소설 > 영미 장편소설'],6,"['33%', '67%', '0%', '0%', '0%']","['33%', '67%', '0%', '0%', '0%']",8.6,352,2010,5,10.0,8.820,2010.09.17,0.0,1
297,275,308,디지털 포트리스 1,9788983923592,댄 브라운,Dan Brown,도서,http://www.yes24.com/Product/Goods/4218616,http://book.naver.com/bookdb/book_detail.naver?bid=6368460,"8,550원",['카테고리 분류\n  국내도서 > 소설/시/희곡 > 장르소설 > 공포/스릴러\n  국내도서 > 소설/시/희곡 > 영미소설 > 영미 장편소설'],3,"['0%', '33%', '67%', '0%', '0%']","['0%', '67%', '33%', '0%', '0%']",7.0,295,2010,0,error,8.550,2010.09.17,8.75,12
298,276,309,디지털 포트리스 2,9788983923608,댄 브라운,Dan Brown,도서,http://www.yes24.com/Product/Goods/4218618,http://book.naver.com/bookdb/book_detail.naver?bid=6368461,"8,550원",['카테고리 분류\n  국내도서 > 소설/시/희곡 > 장르소설 > 공포/스릴러\n  국내도서 > 소설/시/희곡 > 영미소설 > 영미 장편소설'],3,"['33%', '67%', '0%', '0%', '0%']","['33%', '67%', '0%', '0%', '0%']",8.6,296,2010,1,10.0,8.550,2010.09.17,8.0,4
299,278,311,로스트 심벌 1,9788983923387,댄 브라운,Dan Brown,도서,http://www.yes24.com/Product/Goods/3607672,http://book.naver.com/bookdb/book_detail.naver?bid=6182203,"11,250원","['카테고리 분류\n  국내도서 > 소설/시/희곡 > 장르소설 > 추리/미스터리\n  국내도서 > 소설/시/희곡 > 장르소설 > 공포/스릴러\n  국내도서 > 소설/시/희곡 > 영미소설 > 영미 장편소설', '태그 분류\n#국립중앙도서관사서추천']",75,"['45%', '33%', '15%', '4%', '3%']","['39%', '33%', '21%', '3%', '4%']",8.1,416,2009,7,8.2,11.250,2009.12.01,7.96,152
300,277,310,로스트 심벌 2,9788983923394,댄 브라운,Dan Brown,도서,http://www.yes24.com/Product/Goods/3607674,http://book.naver.com/bookdb/book_detail.naver?bid=6182208,"11,250원","['카테고리 분류\n  국내도서 > 소설/시/희곡 > 장르소설 > 추리/미스터리\n  국내도서 > 소설/시/희곡 > 장르소설 > 공포/스릴러\n  국내도서 > 소설/시/희곡 > 영미소설 > 영미 장편소설', '태그 분류\n#국립중앙도서관사서추천']",21,"['38%', '33%', '24%', '5%', '0%']","['43%', '33%', '19%', '5%', '0%']",8.1,407,2009,4,8.6,11.250,2009.12.01,7.37,250
301,286,319,로스트심벌,9788983924858,댄 브라운,Dan Brown,도서,http://www.yes24.com/Product/Goods/9127006,http://book.naver.com/bookdb/book_detail.naver?bid=7241457,error,['카테고리 분류\n  국내도서 > 소설/시/희곡 > 장르소설 > 공포/스릴러\n  국내도서 > 소설/시/희곡 > 영미소설 > 영미 장편소설'],1,"['0%', '100%', '0%', '0%', '0%']","['0%', '0%', '100%', '0%', '0%']",7.0,725,2013,0,error,35.000,2013.07.01,10.0,8
302,280,313,오리진 1,9788983926845,댄 브라운,Dan Brown,도서,http://www.yes24.com/Product/Goods/56682758,http://book.naver.com/bookdb/book_detail.naver?bid=12753284,"11,700원","['카테고리 분류\n  국내도서 > 소설/시/희곡 > 영미소설 > 영미 장편소설', '수상내역 및 미디어 추천 분류\n  국내도서 > YES24 올해의 책 > 2018년 올해의 책 후보도서']",32,"['50%', '41%', '6%', '3%', '0%']","['47%', '47%', '6%', '0%', '0%']",8.8,372,2017,87,9.4,11.700,2017.11.23,6.95,121
303,281,314,"오리진 1,2 세트",error,댄 브라운,Dan Brown,도서,http://www.yes24.com/Product/Goods/56690739,http://book.naver.com/bookdb/book_detail.naver?bid=16340475,"23,400원","['카테고리 분류\n  국내도서 > 소설/시/희곡 > 영미소설 > 영미 장편소설', '수상내역 및 미디어 추천 분류\n  국내도서 > 미디어 추천 > 동아일보\n  국내도서 > 미디어 추천 > 한겨레']",68,"['46%', '44%', '7%', '1%', '1%']","['46%', '47%', '6%', '0%', '1%']",8.7,724,2017,76,9.6,259.200,2020.04.22,0.0,1
304,274,307,오리진 2,9788983926852,댄 브라운,Dan Brown,도서,http://www.yes24.com/Product/Goods/56682775,http://book.naver.com/bookdb/book_detail.naver?bid=12753285,"11,700원",['카테고리 분류\n  국내도서 > 소설/시/희곡 > 영미소설 > 영미 장편소설'],20,"['35%', '50%', '15%', '0%', '0%']","['30%', '60%', '10%', '0%', '0%']",8.4,352,2017,55,9.6,11.700,2017.11.23,7.33,49
305,269,302,오리진 세트,9788983926838,댄 브라운,Dan Brown,도서,http://www.yes24.com/Product/Goods/89842984,http://book.naver.com/bookdb/book_detail.naver?bid=12836020,"23,400원",['카테고리 분류\n  국내도서 > 소설/시/희곡 > 영미소설 > 영미 장편소설'],1,"['0%', '0%', '100%', '0%', '0%']","['0%', '100%', '0%', '0%', '0%']",7.0,724,2017,3,8.6,23.400,2017.11.24,8.5,15
306,264,297,와일드 심포니,9791165795863,댄 브라운,Dan Brown,도서,http://www.yes24.com/Product/Goods/102222435,http://book.naver.com/bookdb/book_detail.naver?bid=20633247,"13,050원","['카테고리 분류\n  국내도서 > 유아 > 4-6세 > 4-6세 다른나라 그림책\n  국내도서 > 유아 > 유아 그림책 > 유아 그림/동화책\n  국내도서 > 유아 > 유아 그림책 > 유아 창작동화', '태그 분류\n#이작가가이런책도썼어? #음악쉽게배우기 #작가의첫그림책 #동물그림책']",43,"['100%', '0%', '0%', '0%', '0%']","['100%', '0%', '0%', '0%', '0%']",10.0,52,2021,9,9.8,13.000,2021.06.25,10.0,19
307,279,312,인페르노,9788983926258,댄 브라운,Dan Brown,도서,http://www.yes24.com/Product/Goods/32216095,http://book.naver.com/bookdb/book_detail.naver?bid=11054731,"31,500원",['카테고리 분류\n  국내도서 > 소설/시/희곡 > 장르소설 > 공포/스릴러\n  국내도서 > 소설/시/희곡 > 영미소설 > 영미 장편소설'],2,"['50%', '50%', '0%', '0%', '0%']","['100%', '0%', '0%', '0%', '0%']",9.5,696,2016,7,10.0,31.500,2016.10.04,7.0,40
308,270,303,인페르노 1,9788983924872,댄 브라운,Dan Brown,도서,http://www.yes24.com/Product/Goods/9048715,http://book.naver.com/bookdb/book_detail.naver?bid=7235152,"11,700원","['카테고리 분류\n  국내도서 > 소설/시/희곡 > 장르소설 > 공포/스릴러\n  국내도서 > 소설/시/희곡 > 영미소설 > 영미 장편소설', '수상내역 및 미디어 추천 분류\n  국내도서 > YES24 올해의 책 > 2013년 올해의 책 후보도서']",68,"['54%', '34%', '9%', '3%', '0%']","['46%', '41%', '12%', '1%', '0%']",8.7,374,2013,20,9.4,11.700,2013.07.05,8.09,290
309,271,304,"인페르노 1,2 세트",error,댄 브라운,Dan Brown,도서,http://www.yes24.com/Product/Goods/32692839,http://book.naver.com/bookdb/book_detail.naver?bid=7820448,"23,400원","['카테고리 분류\n  국내도서 > 소설/시/희곡 > 장르소설 > 공포/스릴러\n  국내도서 > 소설/시/희곡 > 영미소설 > 영미 장편소설', '태그 분류\n#영화드라마원작']",99,"['48%', '40%', '9%', '2%', '0%']","['42%', '44%', '10%', '2%', '1%']",8.7,1,2013,6,9.0,596.000,2012.02.29,0.0,1
310,266,299,인페르노 2,9788983924889,댄 브라운,Dan Brown,도서,http://www.yes24.com/Product/Goods/9048741,http://book.naver.com/bookdb/book_detail.naver?bid=7235153,"11,700원","['카테고리 분류\n  국내도서 > 소설/시/희곡 > 장르소설 > 공포/스릴러\n  국내도서 > 소설/시/희곡 > 영미소설 > 영미 장편소설', '태그 분류\n#영화드라마원작']",26,"['31%', '62%', '8%', '0%', '0%']","['31%', '58%', '8%', '0%', '4%']",8.3,375,2013,21,9.4,11.700,2013.07.05,8.29,106
311,267,300,천사와 악마 1,9788983923042,댄 브라운,Dan Brown,도서,http://www.yes24.com/Product/Goods/3219668,http://book.naver.com/bookdb/book_detail.naver?bid=5272085,"8,820원","['카테고리 분류\n  국내도서 > 소설/시/희곡 > 장르소설 > 추리/미스터리\n  국내도서 > 소설/시/희곡 > 장르소설 > 공포/스릴러\n  국내도서 > 소설/시/희곡 > 영미소설 > 영미 장편소설', '태그 분류\n#영화드라마원작']",22,"['64%', '32%', '0%', '0%', '5%']","['41%', '41%', '9%', '0%', '9%']",8.5,407,2008,15,9.0,8.820,2008.12.20,8.1,114
312,290,329,"천사와 악마 1,2권 세트",9788957590751,댄 브라운,Dan Brown,도서,http://www.yes24.com/Product/Goods/1416947,http://book.naver.com/bookdb/book_detail.naver?bid=1459754,error,['카테고리 분류\n  국내도서 > 소설/시/희곡 > 장르소설 > 추리/미스터리\n  국내도서 > 소설/시/희곡 > 장르소설 > 공포/스릴러\n  국내도서 > 소설/시/희곡 > 영미소설 > 영미 장편소설'],30,"['27%', '43%', '27%', '3%', '0%']","['33%', '30%', '30%', '3%', '3%']",7.8,368,2004,0,error,17.600,2004.09.30,8.58,172
313,272,305,천사와 악마 2,9788983923059,댄 브라운,Dan Brown,도서,http://www.yes24.com/Product/Goods/3219673,http://book.naver.com/bookdb/book_detail.naver?bid=5272087,"8,820원",['카테고리 분류\n  국내도서 > 소설/시/희곡 > 장르소설 > 추리/미스터리\n  국내도서 > 소설/시/희곡 > 장르소설 > 공포/스릴러\n  국내도서 > 소설/시/희곡 > 영미소설 > 영미 장편소설'],6,"['67%', '17%', '17%', '0%', '0%']","['67%', '33%', '0%', '0%', '0%']",9.2,407,2008,9,10.0,8.820,2008.12.20,9.05,46
314,288,323,천사와 악마 일러스트,9788939550308,댄 브라운,Dan Brown,도서,http://www.yes24.com/Product/Goods/2299164,http://book.naver.com/bookdb/book_detail.naver?bid=6034687,error,['카테고리 분류\n  국내도서 > 소설/시/희곡 > 장르소설 > 추리/미스터리\n  국내도서 > 소설/시/희곡 > 장르소설 > 공포/스릴러\n  국내도서 > 소설/시/희곡 > 영미소설 > 영미 장편소설'],2,"['100%', '0%', '0%', '0%', '0%']","['50%', '50%', '0%', '0%', '0%']",9.5,691,2006,0,error,35.000,2006.11.23,0.0,2
